time_step,hour,occupant_count,cooling_delta_before_action,action_value,reward,net_consumption_kwh,grid_import_kwh,indoor_temperature,cooling_setpoint,cooling_delta_after_step
63,16.0,2.0,0.028749465942382812,0.7,-4.438103675842285,4.438103675842285,4.438103675842285,12.792856216430664,23.55555534362793,0.0
64,17.0,2.0,0.024263381958007812,0.7,-3.7774658203125,3.7774658203125,3.7774658203125,12.583627700805664,22.22222137451172,0.0
65,18.0,2.0,-0.0008563995361328125,0.7,-3.020690679550171,3.020690679550171,3.020690679550171,12.498476028442383,22.55555534362793,0.0
66,19.0,3.0,-0.06433296203613281,0.7,-3.8634698390960693,3.8634698390960693,3.8634698390960693,12.662510871887207,24.44444465637207,0.0
67,20.0,3.0,1.33514404296875e-05,0.7,-3.7098960876464844,3.7098960876464844,3.7098960876464844,12.284563064575195,24.44444465637207,0.0
68,21.0,3.0,5.7220458984375e-06,0.7,-3.4874913692474365,3.4874913692474365,3.4874913692474365,12.057625770568848,24.44444465637207,0.0
69,22.0,3.0,0.09798431396484375,0.7,-3.512063503265381,3.512063503265381,3.512063503265381,11.273311614990234,22.22222137451172,0.0
70,23.0,3.0,-0.11844253540039062,0.7,-3.359259843826294,3.359259843826294,3.359259843826294,11.4503173828125,24.44444465637207,0.0
71,24.0,3.0,-0.0001239776611328125,0.7,-3.7479758262634277,3.7479758262634277,3.7479758262634277,11.00175666809082,24.44444465637207,0.0
72,1.0,3.0,0.046710968017578125,0.7,-3.236201524734497,3.236201524734497,3.236201524734497,10.72861385345459,23.22222137451172,0.0
73,2.0,3.0,-0.002513885498046875,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,10.726683616638184,23.55555534362793,0.0
74,3.0,3.0,-0.025876998901367188,0.7,-3.22817063331604,3.22817063331604,3.22817063331604,10.694608688354492,23.83333396911621,0.0
75,4.0,3.0,-0.017822265625,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,10.757277488708496,24.11111068725586,0.0
76,5.0,3.0,-0.0019702911376953125,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,10.851290702819824,24.44444465637207,0.0
77,6.0,2.0,-0.013284683227539062,0.7,-4.244468688964844,4.244468688964844,4.244468688964844,10.805126190185547,24.77777862548828,0.0
78,7.0,2.0,-0.19941139221191406,0.7,-3.2366254329681396,3.2366254329681396,3.2366254329681396,10.900191307067871,25.05555534362793,0.0
79,8.0,2.0,0.030035018920898438,0.7,-3.377300500869751,3.377300500869751,3.377300500869751,10.640289306640625,23.33333396911621,0.0
80,9.0,2.0,-0.023092269897460938,0.7,-3.022321939468384,3.022321939468384,3.022321939468384,11.024226188659668,23.88888931274414,0.0
81,10.0,2.0,-8.58306884765625e-05,0.7,-2.676985502243042,2.676985502243042,2.676985502243042,11.20290470123291,23.88888931274414,0.0
82,11.0,1.0,-0.20296287536621094,0.7,-2.979504346847534,2.979504346847534,2.979504346847534,11.70449161529541,25.66666603088379,0.0
83,12.0,1.0,-7.05718994140625e-05,0.7,-2.526369333267212,2.526369333267212,2.526369333267212,11.619489669799805,24.44444465637207,0.0
84,13.0,2.0,5.7220458984375e-06,0.7,-2.389446973800659,2.389446973800659,2.389446973800659,12.009513854980469,24.44444465637207,0.0
85,14.0,1.0,-0.09318161010742188,0.7,-2.7732908725738525,2.7732908725738525,2.7732908725738525,12.242112159729004,25.83333396911621,0.0
86,15.0,1.0,0.008886337280273438,0.7,-2.3019509315490723,2.3019509315490723,2.3019509315490723,12.208050727844238,25.0,0.0
87,16.0,1.0,-0.013349533081054688,0.7,-2.2448880672454834,2.2448880672454834,2.2448880672454834,12.419848442077637,25.83333396911621,0.0
88,17.0,2.0,0.07266044616699219,0.7,-2.5157406330108643,2.5157406330108643,2.5157406330108643,12.354910850524902,24.44444465637207,0.0
89,18.0,2.0,0.000698089599609375,0.7,-3.836620569229126,3.836620569229126,3.836620569229126,12.470627784729004,24.44444465637207,0.0
90,19.0,2.0,7.62939453125e-06,0.7,-3.2754557132720947,3.2754557132720947,3.2754557132720947,12.314265251159668,24.44444465637207,0.0
91,20.0,3.0,5.7220458984375e-06,0.7,-3.4712982177734375,3.4712982177734375,3.4712982177734375,12.237055778503418,24.44444465637207,0.0
92,21.0,2.0,5.7220458984375e-06,0.7,-3.8131816387176514,3.8131816387176514,3.8131816387176514,11.750378608703613,24.44444465637207,0.0
93,22.0,3.0,5.7220458984375e-06,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,11.640185356140137,24.44444465637207,0.0
94,23.0,3.0,5.7220458984375e-06,0.7,-3.5356943607330322,3.5356943607330322,3.5356943607330322,11.367545127868652,24.44444465637207,0.0
95,24.0,3.0,0.10400962829589844,0.7,-3.2328124046325684,3.2328124046325684,3.2328124046325684,10.736162185668945,22.22222137451172,0.0
96,1.0,3.0,-0.00077056884765625,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,10.807695388793945,23.22222137451172,0.0
97,2.0,3.0,0.05275917053222656,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,10.448270797729492,22.22222137451172,0.0
98,3.0,3.0,0.00531768798828125,0.7,-3.22817063331604,3.22817063331604,3.22817063331604,10.48768424987793,22.22222137451172,0.0
99,4.0,3.0,0.0005664825439453125,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,10.423381805419922,22.22222137451172,0.0
100,5.0,3.0,4.76837158203125e-05,0.7,-4.131287574768066,4.131287574768066,4.131287574768066,10.478891372680664,22.22222137451172,0.0
101,6.0,3.0,1.52587890625e-05,0.7,-3.223628282546997,3.223628282546997,3.223628282546997,10.541278839111328,22.22222137451172,0.0
102,7.0,2.0,9.5367431640625e-06,0.7,-3.955221652984619,3.955221652984619,3.955221652984619,10.396705627441406,22.22222137451172,0.0
103,8.0,1.0,-0.00124359130859375,0.7,-4.2835493087768555,4.2835493087768555,4.2835493087768555,10.294635772705078,22.33333396911621,0.0
104,9.0,1.0,-0.001811981201171875,0.7,-3.1434478759765625,3.1434478759765625,3.1434478759765625,10.485706329345703,22.77777862548828,0.0
105,10.0,1.0,-0.0014972686767578125,0.7,-2.3808791637420654,2.3808791637420654,2.3808791637420654,10.85585880279541,23.33333396911621,0.0
106,11.0,1.0,-0.0070972442626953125,0.7,-1.8603259325027466,1.8603259325027466,1.8603259325027466,11.385891914367676,23.88888931274414,0.0
107,12.0,1.0,-0.0063114166259765625,0.7,-1.9503850936889648,1.9503850936889648,1.9503850936889648,11.966432571411133,24.44444465637207,0.0
108,13.0,1.0,-2.09808349609375e-05,0.7,-1.9098953008651733,1.9098953008651733,1.9098953008651733,12.490781784057617,24.44444465637207,0.0
109,14.0,1.0,5.7220458984375e-06,0.7,-2.1028621196746826,2.1028621196746826,2.1028621196746826,13.030895233154297,24.44444465637207,0.0
110,15.0,1.0,1.1444091796875e-05,0.7,-1.9808439016342163,1.9808439016342163,1.9808439016342163,13.514015197753906,24.44444465637207,0.0
111,16.0,1.0,9.5367431640625e-06,0.7,-2.2914955615997314,2.2914955615997314,2.2914955615997314,13.91671371459961,24.44444465637207,0.0
112,17.0,2.0,0.0011768341064453125,0.7,-2.3922791481018066,2.3922791481018066,2.3922791481018066,14.364173889160156,24.38888931274414,0.0
113,18.0,2.0,1.71661376953125e-05,0.7,-3.771613836288452,3.771613836288452,3.771613836288452,14.589828491210938,24.38888931274414,0.0
114,19.0,3.0,3.814697265625e-06,0.7,-3.247772693634033,3.247772693634033,3.247772693634033,14.616888046264648,24.38888931274414,0.0
115,20.0,3.0,3.814697265625e-06,0.7,-3.6314029693603516,3.6314029693603516,3.6314029693603516,14.130279541015625,24.38888931274414,0.0
116,21.0,3.0,5.7220458984375e-06,0.7,-3.3237054347991943,3.3237054347991943,3.3237054347991943,13.913694381713867,24.38888931274414,0.0
117,22.0,3.0,0.0006504058837890625,0.7,-3.2403974533081055,3.2403974533081055,3.2403974533081055,13.529983520507812,24.33333396911621,0.0
118,23.0,3.0,2.47955322265625e-05,0.7,-3.473468542098999,3.473468542098999,3.473468542098999,13.199056625366211,24.33333396911621,0.0
119,24.0,3.0,9.5367431640625e-06,0.7,-3.4690513610839844,3.4690513610839844,3.4690513610839844,12.823975563049316,24.33333396911621,0.0
120,1.0,3.0,-9.5367431640625e-06,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,12.368006706237793,24.33333396911621,0.0
121,2.0,3.0,-0.0033702850341796875,0.7,-3.2294723987579346,3.2294723987579346,3.2294723987579346,12.150389671325684,24.44444465637207,0.0
122,3.0,3.0,0.09588050842285156,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,11.469965934753418,22.22222137451172,0.0
123,4.0,3.0,0.0010013580322265625,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,11.419975280761719,22.22222137451172,0.0
124,5.0,3.0,0.000125885009765625,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,11.255209922790527,22.22222137451172,0.0
125,6.0,3.0,1.52587890625e-05,0.7,-3.8291425704956055,3.8291425704956055,3.8291425704956055,11.268152236938477,22.22222137451172,0.0
126,7.0,2.0,9.5367431640625e-06,0.7,-7.89720344543457,7.89720344543457,7.89720344543457,11.078417778015137,22.22222137451172,0.0
127,8.0,2.0,9.5367431640625e-06,0.7,-2.979001760482788,2.979001760482788,2.979001760482788,11.140739440917969,22.22222137451172,0.0
128,9.0,3.0,7.62939453125e-06,0.7,-2.6572964191436768,2.6572964191436768,2.6572964191436768,11.493539810180664,22.22222137451172,0.0
129,10.0,2.0,-0.0060329437255859375,0.7,-7.050146102905273,7.050146102905273,7.050146102905273,11.794641494750977,22.77777862548828,0.0
130,11.0,2.0,-0.013898849487304688,0.7,-2.0396530628204346,2.0396530628204346,2.0396530628204346,12.378911018371582,23.88888931274414,0.0
131,12.0,2.0,-0.008266448974609375,0.7,-1.7144404649734497,1.7144404649734497,1.7144404649734497,12.893537521362305,24.44444465637207,0.0
132,13.0,1.0,-2.47955322265625e-05,0.7,-1.6862677335739136,1.6862677335739136,1.6862677335739136,13.223306655883789,24.44444465637207,0.0
133,14.0,1.0,-0.002346038818359375,0.7,-1.6759542226791382,1.6759542226791382,1.6759542226791382,13.760536193847656,25.22222137451172,0.0
134,15.0,1.0,0.0060367584228515625,0.7,-2.2321829795837402,2.2321829795837402,2.2321829795837402,14.154306411743164,25.0,0.0
135,16.0,1.0,-0.12413787841796875,0.7,-1.9811848402023315,1.9811848402023315,1.9811848402023315,14.804899215698242,27.22222137451172,0.0
136,17.0,1.0,-0.003387451171875,0.7,-2.2891886234283447,2.2891886234283447,2.2891886234283447,15.062124252319336,27.22222137451172,0.0
137,18.0,2.0,-3.814697265625e-05,0.7,-4.664495944976807,4.664495944976807,4.664495944976807,15.346185684204102,27.22222137451172,0.0
138,19.0,3.0,0.0027599334716796875,0.7,-3.7955071926116943,3.7955071926116943,3.7955071926116943,15.304093360900879,26.66666603088379,0.0
139,20.0,2.0,0.01091766357421875,0.7,-4.51476526260376,4.51476526260376,4.51476526260376,14.645230293273926,25.66666603088379,0.0
140,21.0,3.0,-0.00048065185546875,0.7,-10.57075023651123,10.57075023651123,10.57075023651123,14.547470092773438,25.77777862548828,0.0
141,22.0,3.0,0.0291595458984375,0.7,-3.656555652618408,3.656555652618408,3.656555652618408,13.969385147094727,24.44444465637207,0.0
142,23.0,3.0,0.0004730224609375,0.7,-3.298243761062622,3.298243761062622,3.298243761062622,13.654229164123535,24.44444465637207,0.0
143,24.0,3.0,4.00543212890625e-05,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,13.231608390808105,24.44444465637207,0.0
144,1.0,3.0,0.0793914794921875,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,12.537126541137695,23.22222137451172,0.0
145,2.0,3.0,0.04043006896972656,0.7,-3.4633426666259766,3.4633426666259766,3.4633426666259766,11.986578941345215,22.22222137451172,0.0
146,3.0,3.0,0.0010986328125,0.7,-3.2155027389526367,3.2155027389526367,3.2155027389526367,11.678841590881348,22.22222137451172,0.0
147,4.0,3.0,0.0001430511474609375,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,11.428105354309082,22.22222137451172,0.0
148,5.0,3.0,6.29425048828125e-05,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,11.279964447021484,22.22222137451172,0.0
149,6.0,3.0,4.00543212890625e-05,0.7,-3.2217459678649902,3.2217459678649902,3.2217459678649902,11.20872688293457,22.22222137451172,0.0
150,7.0,2.0,9.5367431640625e-06,0.7,-4.13428258895874,4.13428258895874,4.13428258895874,10.965950012207031,22.22222137451172,0.0
151,8.0,2.0,-0.001285552978515625,0.7,-3.2638099193573,3.2638099193573,3.2638099193573,10.998302459716797,22.33333396911621,0.0
152,9.0,3.0,-0.0029430389404296875,0.7,-4.3673996925354,4.3673996925354,4.3673996925354,11.463801383972168,22.77777862548828,0.0
153,10.0,2.0,-0.0050506591796875,0.7,-2.3060617446899414,2.3060617446899414,2.3060617446899414,11.811530113220215,23.33333396911621,0.0
154,11.0,2.0,-0.00018310546875,0.7,-2.104001045227051,2.104001045227051,2.104001045227051,12.414932250976562,23.88888931274414,0.0
155,12.0,2.0,-0.0011920928955078125,0.7,-7.407494068145752,7.407494068145752,7.407494068145752,13.033530235290527,24.44444465637207,0.0
156,13.0,2.0,-7.62939453125e-06,0.7,-2.844069242477417,2.844069242477417,2.844069242477417,13.55837345123291,24.44444465637207,0.0
157,14.0,2.0,7.62939453125e-06,0.7,-2.3854176998138428,2.3854176998138428,2.3854176998138428,14.072542190551758,24.44444465637207,0.0
158,15.0,2.0,1.1444091796875e-05,0.7,-2.127319812774658,2.127319812774658,2.127319812774658,14.58253288269043,24.44444465637207,0.0
159,16.0,2.0,-0.07278060913085938,0.7,-2.284642219543457,2.284642219543457,2.284642219543457,15.168341636657715,25.55555534362793,0.0
160,17.0,3.0,-0.003143310546875,0.7,-2.9111740589141846,2.9111740589141846,2.9111740589141846,15.817566871643066,27.22222137451172,0.0
161,18.0,3.0,-0.000232696533203125,0.7,-4.337403297424316,4.337403297424316,4.337403297424316,15.941814422607422,27.22222137451172,0.0
162,19.0,3.0,3.814697265625e-06,0.7,-3.955070734024048,3.955070734024048,3.955070734024048,15.728927612304688,27.22222137451172,0.0
163,20.0,3.0,-1.9073486328125e-06,0.7,-3.5762970447540283,3.5762970447540283,3.5762970447540283,15.37856388092041,27.22222137451172,0.0
164,21.0,3.0,3.814697265625e-06,0.7,-4.308089256286621,4.308089256286621,4.308089256286621,15.05697250366211,27.22222137451172,0.0
165,22.0,3.0,3.814697265625e-06,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,14.669915199279785,27.22222137451172,0.0
166,23.0,3.0,3.814697265625e-06,0.7,-3.23722767829895,3.23722767829895,3.23722767829895,14.225248336791992,27.22222137451172,0.0
167,24.0,3.0,-5.7220458984375e-06,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,13.764829635620117,27.22222137451172,0.0
168,1.0,3.0,3.814697265625e-06,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,13.281880378723145,27.22222137451172,0.0
169,2.0,3.0,-3.814697265625e-06,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,12.757486343383789,27.22222137451172,0.0
170,3.0,3.0,1.9073486328125e-06,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,12.351343154907227,27.22222137451172,0.0
171,4.0,3.0,-0.03415870666503906,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,12.031213760375977,27.22222137451172,0.0
172,5.0,3.0,-0.23867416381835938,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,11.806366920471191,27.22222137451172,0.0
173,6.0,3.0,-0.014764785766601562,0.7,-5.793272495269775,5.793272495269775,5.793272495269775,11.658724784851074,27.22222137451172,0.0
174,7.0,3.0,-0.000110626220703125,0.7,-3.261070728302002,3.261070728302002,3.261070728302002,11.711627006530762,27.22222137451172,0.0
175,8.0,2.0,1.9073486328125e-06,0.7,-3.028369188308716,3.028369188308716,3.028369188308716,11.684366226196289,27.22222137451172,0.0
176,9.0,2.0,3.814697265625e-06,0.7,-4.0456156730651855,4.0456156730651855,4.0456156730651855,11.924578666687012,27.22222137451172,0.0
177,10.0,1.0,3.814697265625e-06,0.7,-2.2528538703918457,2.2528538703918457,2.2528538703918457,12.08244800567627,27.22222137451172,0.0
178,11.0,1.0,1.9073486328125e-06,0.7,-1.9692860841751099,1.9692860841751099,1.9692860841751099,12.466496467590332,27.22222137451172,0.0
179,12.0,1.0,3.814697265625e-06,0.7,-1.834671139717102,1.834671139717102,1.834671139717102,12.885652542114258,27.22222137451172,0.0
180,13.0,1.0,5.7220458984375e-06,0.7,-1.7343214750289917,1.7343214750289917,1.7343214750289917,13.3961763381958,27.22222137451172,0.0
181,14.0,1.0,5.7220458984375e-06,0.7,-1.9866005182266235,1.9866005182266235,1.9866005182266235,13.909833908081055,27.22222137451172,0.0
182,15.0,2.0,9.5367431640625e-06,0.7,-1.8967734575271606,1.8967734575271606,1.8967734575271606,14.532880783081055,27.22222137451172,0.0
183,16.0,1.0,1.1444091796875e-05,0.7,-2.039907455444336,2.039907455444336,2.039907455444336,14.826679229736328,27.22222137451172,0.0
184,17.0,1.0,7.62939453125e-06,0.7,-2.319995641708374,2.319995641708374,2.319995641708374,15.09714126586914,27.22222137451172,0.0
185,18.0,3.0,5.7220458984375e-06,0.7,-2.868377685546875,2.868377685546875,2.868377685546875,15.470946311950684,27.22222137451172,0.0
186,19.0,3.0,5.7220458984375e-06,0.7,-3.5582239627838135,3.5582239627838135,3.5582239627838135,15.372002601623535,27.22222137451172,0.0
187,20.0,3.0,3.814697265625e-06,0.7,-3.9351696968078613,3.9351696968078613,3.9351696968078613,14.988556861877441,27.22222137451172,0.0
188,21.0,3.0,3.814697265625e-06,0.7,-3.720201253890991,3.720201253890991,3.720201253890991,14.63249397277832,27.22222137451172,0.0
189,22.0,3.0,3.814697265625e-06,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,14.224495887756348,27.22222137451172,0.0
190,23.0,2.0,5.7220458984375e-06,0.7,-3.23722767829895,3.23722767829895,3.23722767829895,13.573918342590332,27.22222137451172,0.0
191,24.0,2.0,5.7220458984375e-06,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,12.966846466064453,27.22222137451172,0.0
192,1.0,3.0,0.003353118896484375,0.7,-3.5474929809570312,3.5474929809570312,3.5474929809570312,12.678132057189941,27.11111068725586,0.0
193,2.0,3.0,0.0013275146484375,0.7,-3.2218117713928223,3.2218117713928223,3.2218117713928223,12.224618911743164,27.0,0.0
194,3.0,3.0,0.0023403167724609375,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,11.915288925170898,26.88888931274414,0.0
