time_step,hour,occupant_count,cooling_delta_before_action,action_value,reward,net_consumption_kwh,grid_import_kwh,indoor_temperature,cooling_setpoint,cooling_delta_after_step,cumulative_grid_import_kwh
17,18.0,2.0,-0.023105621337890625,0.9,-3.8785953521728516,3.8785953521728516,3.8785953521728516,19.617475509643555,25.55555534362793,0.0,31.630829751491547
18,19.0,3.0,-0.04053688049316406,0.9,-4.161173343658447,4.161173343658447,4.161173343658447,19.084718704223633,26.5,0.0,35.792003095149994
19,20.0,3.0,0.06821823120117188,0.9,-4.775566101074219,4.775566101074219,4.775566101074219,17.680767059326172,24.44444465637207,0.0,40.56756919622421
20,21.0,2.0,0.14877891540527344,0.9,-4.227522373199463,4.227522373199463,4.227522373199463,16.044740676879883,21.66666603088379,0.0,44.795091569423676
21,22.0,2.0,-0.08307456970214844,0.9,-4.63522481918335,4.63522481918335,4.63522481918335,15.371124267578125,24.44444465637207,0.0,49.430316388607025
22,23.0,2.0,0.04767417907714844,0.9,-4.1201677322387695,4.1201677322387695,4.1201677322387695,13.713467597961426,22.83333396911621,0.0,53.550484120845795
23,24.0,2.0,0.09658622741699219,0.9,-4.054736137390137,4.054736137390137,4.054736137390137,12.304047584533691,20.72222137451172,0.0,57.60522025823593
24,1.0,2.0,0.0031871795654296875,0.9,-4.052868366241455,4.052868366241455,4.052868366241455,11.39779281616211,20.55555534362793,0.0,61.65808862447739
25,2.0,2.0,-0.06862258911132812,0.9,-4.05139684677124,4.05139684677124,4.05139684677124,10.759514808654785,21.66666603088379,0.0,65.70948547124863
26,3.0,2.0,-0.002758026123046875,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,10.228104591369629,22.22222137451172,0.0,69.75958007574081
27,4.0,2.0,-3.4332275390625e-05,0.9,-4.048736572265625,4.048736572265625,4.048736572265625,9.77737808227539,22.22222137451172,0.0,73.80831664800644
28,5.0,3.0,9.5367431640625e-06,0.9,-5.053351879119873,5.053351879119873,5.053351879119873,9.68177604675293,22.22222137451172,0.0,78.86166852712631
29,6.0,3.0,-0.0002002716064453125,0.9,-5.064510345458984,5.064510345458984,5.064510345458984,9.56826114654541,22.22222137451172,0.0,83.9261788725853
30,7.0,3.0,3.814697265625e-06,0.9,-5.02880334854126,5.02880334854126,5.02880334854126,9.549516677856445,22.22222137451172,0.0,88.95498222112656
31,8.0,3.0,-0.0013408660888671875,0.9,-3.7766270637512207,3.7766270637512207,3.7766270637512207,9.635831832885742,22.33333396911621,0.0,92.73160928487778
32,9.0,2.0,-0.18526077270507812,0.9,-3.337158679962158,3.337158679962158,3.337158679962158,10.044292449951172,24.44444465637207,0.0,96.06876796483994
33,10.0,2.0,-0.000213623046875,0.9,-3.2668228149414062,3.2668228149414062,3.2668228149414062,10.274781227111816,24.44444465637207,0.0,99.33559077978134
34,11.0,2.0,3.814697265625e-06,0.9,-3.7613117694854736,3.7613117694854736,3.7613117694854736,10.712800025939941,24.44444465637207,0.0,103.09690254926682
35,12.0,2.0,3.814697265625e-06,0.9,-4.021122932434082,4.021122932434082,4.021122932434082,11.186738967895508,24.44444465637207,0.0,107.1180254817009
36,13.0,2.0,5.7220458984375e-06,0.9,-8.496027946472168,8.496027946472168,8.496027946472168,11.74527645111084,24.44444465637207,0.0,115.61405342817307
37,14.0,3.0,9.5367431640625e-06,0.9,-5.4507927894592285,5.4507927894592285,5.4507927894592285,12.490338325500488,24.44444465637207,0.0,121.0648462176323
38,15.0,2.0,1.1444091796875e-05,0.9,-3.1842641830444336,3.1842641830444336,3.1842641830444336,12.968010902404785,24.44444465637207,0.0,124.24911040067673
39,16.0,1.0,-0.020732879638671875,0.9,-3.043581247329712,3.043581247329712,3.043581247329712,13.342475891113281,24.61111068725586,0.0,127.29269164800644
40,17.0,1.0,-0.016557693481445312,0.9,-4.1464033126831055,4.1464033126831055,4.1464033126831055,13.626588821411133,25.0,0.0,131.43909496068954
41,18.0,1.0,0.019557952880859375,0.9,-3.5528554916381836,3.5528554916381836,3.5528554916381836,13.599470138549805,24.5,0.0,134.99195045232773
42,19.0,2.0,0.0008258819580078125,0.9,-4.807765007019043,4.807765007019043,4.807765007019043,13.451340675354004,24.44444465637207,0.0,139.79971545934677
43,20.0,3.0,1.33514404296875e-05,0.9,-4.457003116607666,4.457003116607666,4.457003116607666,12.978156089782715,24.44444465637207,0.0,144.25671857595444
44,21.0,3.0,5.7220458984375e-06,0.9,-5.989496231079102,5.989496231079102,5.989496231079102,12.656694412231445,24.44444465637207,0.0,150.24621480703354
45,22.0,3.0,0.09901046752929688,0.9,-4.333987236022949,4.333987236022949,4.333987236022949,11.729389190673828,22.0,0.0,154.5802020430565
46,23.0,3.0,0.3535022735595703,0.9,-4.242199897766113,4.242199897766113,4.242199897766113,10.880956649780273,20.0,0.0,158.8224019408226
47,24.0,3.0,0.014959335327148438,0.9,-4.073643207550049,4.073643207550049,4.073643207550049,10.354429244995117,20.0,0.0,162.89604514837265
48,1.0,2.0,0.00324249267578125,0.9,-4.052868366241455,4.052868366241455,4.052868366241455,9.747648239135742,20.0,0.0,166.9489135146141
49,2.0,2.0,0.0008907318115234375,0.9,-4.05139684677124,4.05139684677124,4.05139684677124,9.334121704101562,20.0,0.0,171.00031036138535
50,3.0,2.0,0.000518798828125,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,8.983129501342773,20.0,0.0,175.05040496587753
51,4.0,2.0,0.0001926422119140625,0.9,-4.03351354598999,4.03351354598999,4.03351354598999,8.756538391113281,20.0,0.0,179.08391851186752
52,5.0,3.0,8.0108642578125e-05,0.9,-4.047264575958252,4.047264575958252,4.047264575958252,8.801163673400879,20.0,0.0,183.13118308782578
53,6.0,3.0,-8.58306884765625e-05,0.9,-4.0474348068237305,4.0474348068237305,4.0474348068237305,8.800616264343262,20.0,0.0,187.1786178946495
54,7.0,3.0,9.5367431640625e-06,0.9,-4.0012407302856445,4.0012407302856445,4.0012407302856445,8.881603240966797,20.0,0.0,191.17985862493515
55,8.0,3.0,9.5367431640625e-06,0.9,-4.218386650085449,4.218386650085449,4.218386650085449,8.987010955810547,20.0,0.0,195.3982452750206
56,9.0,3.0,7.62939453125e-06,0.9,-4.493433475494385,4.493433475494385,4.493433475494385,9.190011024475098,20.0,0.0,199.89167875051498
57,10.0,3.0,-0.12285614013671875,0.9,-3.1582961082458496,3.1582961082458496,3.1582961082458496,9.975571632385254,22.44444465637207,0.0,203.04997485876083
58,11.0,3.0,-0.00783538818359375,0.9,-2.854095220565796,2.854095220565796,2.854095220565796,10.354253768920898,22.77777862548828,0.0,205.90407007932663
59,12.0,2.0,-0.10436058044433594,0.9,-2.654622793197632,2.654622793197632,2.654622793197632,10.781768798828125,24.44444465637207,0.0,208.55869287252426
60,13.0,2.0,-0.0001430511474609375,0.9,-2.6119637489318848,2.6119637489318848,2.6119637489318848,10.847389221191406,24.44444465637207,0.0,211.17065662145615
61,14.0,2.0,3.814697265625e-06,0.9,-2.934196710586548,2.934196710586548,2.934196710586548,11.115950584411621,24.44444465637207,0.0,214.1048533320427
62,15.0,2.0,0.0025634765625,0.9,-3.015711545944214,3.015711545944214,3.015711545944214,11.218343734741211,24.38888931274414,0.0,217.1205648779869
63,16.0,2.0,0.028749465942382812,0.9,-5.2600274085998535,5.2600274085998535,5.2600274085998535,11.178773880004883,23.55555534362793,0.0,222.38059228658676
64,17.0,2.0,0.024263381958007812,0.9,-4.599389553070068,4.599389553070068,4.599389553070068,10.942423820495605,22.22222137451172,0.0,226.97998183965683
65,18.0,2.0,-0.0008563995361328125,0.9,-3.8426146507263184,3.8426146507263184,3.8426146507263184,10.886146545410156,22.55555534362793,0.0,230.82259649038315
66,19.0,3.0,-0.06433296203613281,0.9,-4.685393810272217,4.685393810272217,4.685393810272217,11.133129119873047,24.44444465637207,0.0,235.50799030065536
67,20.0,3.0,1.33514404296875e-05,0.9,-4.531819820404053,4.531819820404053,4.531819820404053,10.850719451904297,24.44444465637207,0.0,240.03981012105942
68,21.0,3.0,5.7220458984375e-06,0.9,-4.309415340423584,4.309415340423584,4.309415340423584,10.680937767028809,24.44444465637207,0.0,244.349225461483
69,22.0,3.0,0.09798431396484375,0.9,-4.333987236022949,4.333987236022949,4.333987236022949,9.999646186828613,22.22222137451172,0.0,248.68321269750595
70,23.0,3.0,-0.11844253540039062,0.9,-4.181183815002441,4.181183815002441,4.181183815002441,10.227416038513184,24.44444465637207,0.0,252.8643965125084
71,24.0,3.0,-0.0001239776611328125,0.9,-4.569900035858154,4.569900035858154,4.569900035858154,9.881288528442383,24.44444465637207,0.0,257.43429654836655
72,1.0,3.0,0.046710968017578125,0.9,-4.058125972747803,4.058125972747803,4.058125972747803,9.66551685333252,23.22222137451172,0.0,261.49242252111435
73,2.0,3.0,-0.002513885498046875,0.9,-4.05139684677124,4.05139684677124,4.05139684677124,9.710301399230957,23.55555534362793,0.0,265.5438193678856
74,3.0,3.0,-0.025876998901367188,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,9.715164184570312,23.83333396911621,0.0,269.5939139723778
75,4.0,3.0,-0.017822265625,0.9,-4.03351354598999,4.03351354598999,4.03351354598999,9.794046401977539,24.11111068725586,0.0,273.62742751836777
76,5.0,3.0,-0.0019702911376953125,0.9,-4.047264575958252,4.047264575958252,4.047264575958252,9.898134231567383,24.44444465637207,0.0,277.674692094326
77,6.0,2.0,-0.013284683227539062,0.9,-5.066392421722412,5.066392421722412,5.066392421722412,9.84661865234375,24.77777862548828,0.0,282.74108451604843
78,7.0,2.0,-0.19941139221191406,0.9,-4.058549404144287,4.058549404144287,4.058549404144287,9.90350341796875,25.05555534362793,0.0,286.7996339201927
79,8.0,2.0,0.030035018920898438,0.9,-4.199224472045898,4.199224472045898,4.199224472045898,9.645530700683594,23.33333396911621,0.0,290.9988583922386
80,9.0,2.0,-0.023092269897460938,0.9,-3.8442459106445312,3.8442459106445312,3.8442459106445312,9.942109107971191,23.88888931274414,0.0,294.84310430288315
81,10.0,2.0,-8.58306884765625e-05,0.9,-3.4989094734191895,3.4989094734191895,3.4989094734191895,10.064654350280762,23.88888931274414,0.0,298.34201377630234
82,11.0,1.0,-0.20296287536621094,0.9,-3.8014283180236816,3.8014283180236816,3.8014283180236816,10.495573997497559,25.66666603088379,0.0,302.143442094326
83,12.0,1.0,-7.05718994140625e-05,0.9,-3.3482930660247803,3.3482930660247803,3.3482930660247803,10.371649742126465,24.44444465637207,0.0,305.4917351603508
84,13.0,2.0,5.7220458984375e-06,0.9,-3.2113707065582275,3.2113707065582275,3.2113707065582275,10.727913856506348,24.44444465637207,0.0,308.703105866909
85,14.0,1.0,-0.09318161010742188,0.9,-3.59521484375,3.59521484375,3.59521484375,10.926542282104492,25.83333396911621,0.0,312.298320710659
86,15.0,1.0,0.008886337280273438,0.9,-3.1238746643066406,3.1238746643066406,3.1238746643066406,10.85960578918457,25.0,0.0,315.42219537496567
87,16.0,1.0,-0.013349533081054688,0.9,-3.066812038421631,3.066812038421631,3.066812038421631,11.0454740524292,25.83333396911621,0.0,318.4890074133873
88,17.0,2.0,0.07266044616699219,0.9,-3.3376646041870117,3.3376646041870117,3.3376646041870117,10.953853607177734,24.44444465637207,0.0,321.8266720175743
89,18.0,2.0,0.000698089599609375,0.9,-4.658544540405273,4.658544540405273,4.658544540405273,11.05035400390625,24.44444465637207,0.0,326.4852165579796
90,19.0,2.0,7.62939453125e-06,0.9,-4.097379207611084,4.097379207611084,4.097379207611084,10.913717269897461,24.44444465637207,0.0,330.58259576559067
91,20.0,3.0,5.7220458984375e-06,0.9,-4.293221950531006,4.293221950531006,4.293221950531006,10.913715362548828,24.44444465637207,0.0,334.8758177161217
92,21.0,2.0,5.7220458984375e-06,0.9,-4.635105609893799,4.635105609893799,4.635105609893799,10.504192352294922,24.44444465637207,0.0,339.5109233260155
93,22.0,3.0,5.7220458984375e-06,0.9,-4.24343204498291,4.24343204498291,4.24343204498291,10.459397315979004,24.44444465637207,0.0,343.7543553709984
94,23.0,3.0,5.7220458984375e-06,0.9,-4.35761833190918,4.35761833190918,4.35761833190918,10.253865242004395,24.44444465637207,0.0,348.11197370290756
95,24.0,3.0,0.10400962829589844,0.9,-4.054736614227295,4.054736614227295,4.054736614227295,9.718955993652344,22.22222137451172,0.0,352.16671031713486
96,1.0,3.0,-0.00077056884765625,0.9,-4.052868366241455,4.052868366241455,4.052868366241455,9.834859848022461,23.22222137451172,0.0,356.2195786833763
97,2.0,3.0,0.05275917053222656,0.9,-4.05139684677124,4.05139684677124,4.05139684677124,9.577312469482422,22.22222137451172,0.0,360.27097553014755
98,3.0,3.0,0.00531768798828125,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,9.640277862548828,22.22222137451172,0.0,364.32107013463974
99,4.0,3.0,0.0005664825439453125,0.9,-4.048736095428467,4.048736095428467,4.048736095428467,9.622580528259277,22.22222137451172,0.0,368.3698062300682
100,5.0,3.0,4.76837158203125e-05,0.9,-4.953211307525635,4.953211307525635,4.953211307525635,9.679282188415527,22.22222137451172,0.0,373.32301753759384
101,6.0,3.0,1.52587890625e-05,0.9,-4.0455522537231445,4.0455522537231445,4.0455522537231445,9.736968994140625,22.22222137451172,0.0,377.368569791317
102,7.0,2.0,9.5367431640625e-06,0.9,-4.7771453857421875,4.7771453857421875,4.7771453857421875,9.54711627960205,22.22222137451172,0.0,382.1457151770592
103,8.0,1.0,-0.00124359130859375,0.9,-5.105473518371582,5.105473518371582,5.105473518371582,9.365518569946289,22.33333396911621,0.0,387.25118869543076
104,9.0,1.0,-0.001811981201171875,0.9,-3.965371608734131,3.965371608734131,3.965371608734131,9.453018188476562,22.77777862548828,0.0,391.2165603041649
105,10.0,1.0,-0.0014972686767578125,0.9,-3.202803373336792,3.202803373336792,3.202803373336792,9.703435897827148,23.33333396911621,0.0,394.4193636775017
106,11.0,1.0,-0.0070972442626953125,0.9,-2.6822502613067627,2.6822502613067627,2.6822502613067627,10.0945405960083,23.88888931274414,0.0,397.10161393880844
107,12.0,1.0,-0.0063114166259765625,0.9,-2.7723090648651123,2.7723090648651123,2.7723090648651123,10.545762062072754,24.44444465637207,0.0,399.87392300367355
108,13.0,1.0,-2.09808349609375e-05,0.9,-2.7318191528320312,2.7318191528320312,2.7318191528320312,10.939997673034668,24.44444465637207,0.0,402.6057421565056
109,14.0,1.0,5.7220458984375e-06,0.9,-2.92478609085083,2.92478609085083,2.92478609085083,11.353109359741211,24.44444465637207,0.0,405.5305282473564
110,15.0,1.0,1.1444091796875e-05,0.9,-2.802767753601074,2.802767753601074,2.802767753601074,11.718101501464844,24.44444465637207,0.0,408.3332960009575
111,16.0,1.0,9.5367431640625e-06,0.9,-3.113419532775879,3.113419532775879,3.113419532775879,12.033069610595703,24.44444465637207,0.0,411.44671553373337
112,17.0,2.0,0.0011768341064453125,0.9,-3.214203119277954,3.214203119277954,3.214203119277954,12.40728759765625,24.38888931274414,0.0,414.6609186530113
113,18.0,2.0,1.71661376953125e-05,0.9,-4.5935378074646,4.5935378074646,4.5935378074646,12.549272537231445,24.38888931274414,0.0,419.2544564604759
114,19.0,3.0,3.814697265625e-06,0.9,-4.069696426391602,4.069696426391602,4.069696426391602,12.609715461730957,24.38888931274414,0.0,423.3241528868675
115,20.0,3.0,3.814697265625e-06,0.9,-4.45332670211792,4.45332670211792,4.45332670211792,12.278051376342773,24.38888931274414,0.0,427.77747958898544
116,21.0,3.0,5.7220458984375e-06,0.9,-4.145629405975342,4.145629405975342,4.145629405975342,12.097882270812988,24.38888931274414,0.0,431.9231089949608
117,22.0,3.0,0.0006504058837890625,0.9,-4.062321662902832,4.062321662902832,4.062321662902832,11.777731895446777,24.33333396911621,0.0,435.9854306578636
118,23.0,3.0,2.47955322265625e-05,0.9,-4.2953925132751465,4.2953925132751465,4.2953925132751465,11.50749397277832,24.33333396911621,0.0,440.28082317113876
119,24.0,3.0,9.5367431640625e-06,0.9,-4.290975093841553,4.290975093841553,4.290975093841553,11.221023559570312,24.33333396911621,0.0,444.5717982649803
120,1.0,3.0,-9.5367431640625e-06,0.9,-4.052867889404297,4.052867889404297,4.052867889404297,10.8809814453125,24.33333396911621,0.0,448.6246661543846
121,2.0,3.0,-0.0033702850341796875,0.9,-4.051396369934082,4.051396369934082,4.051396369934082,10.748446464538574,24.44444465637207,0.0,452.6760625243187
122,3.0,3.0,0.09588050842285156,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,10.196741104125977,22.22222137451172,0.0,456.7261571288109
123,4.0,3.0,0.0010013580322265625,0.9,-4.048736095428467,4.048736095428467,4.048736095428467,10.196330070495605,22.22222137451172,0.0,460.77489322423935
124,5.0,3.0,0.000125885009765625,0.9,-4.047264575958252,4.047264575958252,4.047264575958252,10.101057052612305,22.22222137451172,0.0,464.8221578001976
125,6.0,3.0,1.52587890625e-05,0.9,-4.651066303253174,4.651066303253174,4.651066303253174,10.12307357788086,22.22222137451172,0.0,469.4732241034508
126,7.0,2.0,9.5367431640625e-06,0.9,-8.719127655029297,8.719127655029297,8.719127655029297,9.917571067810059,22.22222137451172,0.0,478.1923517584801
127,8.0,2.0,9.5367431640625e-06,0.9,-3.8009257316589355,3.8009257316589355,3.8009257316589355,9.906206130981445,22.22222137451172,0.0,481.993277490139
128,9.0,3.0,7.62939453125e-06,0.9,-3.479220390319824,3.479220390319824,3.479220390319824,10.169699668884277,22.22222137451172,0.0,485.47249788045883
129,10.0,2.0,-0.0060329437255859375,0.9,-7.8720703125,7.8720703125,7.8720703125,10.348468780517578,22.77777862548828,0.0,493.34456819295883
130,11.0,2.0,-0.013898849487304688,0.9,-2.861576795578003,2.861576795578003,2.861576795578003,10.817558288574219,23.88888931274414,0.0,496.20614498853683
131,12.0,2.0,-0.008266448974609375,0.9,-2.5363645553588867,2.5363645553588867,2.5363645553588867,11.208633422851562,24.44444465637207,0.0,498.7425095438957
132,13.0,1.0,-2.47955322265625e-05,0.9,-2.5081920623779297,2.5081920623779297,2.5081920623779297,11.420220375061035,24.44444465637207,0.0,501.25070160627365
133,14.0,1.0,-0.002346038818359375,0.9,-2.497877836227417,2.497877836227417,2.497877836227417,11.855978012084961,25.22222137451172,0.0,503.74857944250107
134,15.0,1.0,0.0060367584228515625,0.9,-3.0541069507598877,3.0541069507598877,3.0541069507598877,12.11801815032959,25.0,0.0,506.80268639326096
135,16.0,1.0,-0.12413787841796875,0.9,-2.8031086921691895,2.8031086921691895,2.8031086921691895,12.719709396362305,27.22222137451172,0.0,509.60579508543015
136,17.0,1.0,-0.003387451171875,0.9,-3.111112594604492,3.111112594604492,3.111112594604492,12.87807846069336,27.22222137451172,0.0,512.7169076800346
137,18.0,2.0,-3.814697265625e-05,0.9,-5.486420154571533,5.486420154571533,5.486420154571533,13.138583183288574,27.22222137451172,0.0,518.2033278346062
138,19.0,3.0,0.0027599334716796875,0.9,-4.617431163787842,4.617431163787842,4.617431163787842,13.126276969909668,26.66666603088379,0.0,522.820758998394
139,20.0,2.0,0.01091766357421875,0.9,-5.336688995361328,5.336688995361328,5.336688995361328,12.560468673706055,25.66666603088379,0.0,528.1574479937553
140,21.0,3.0,-0.00048065185546875,0.9,-11.39267349243164,11.39267349243164,11.39267349243164,12.507899284362793,25.77777862548828,0.0,539.550121486187
141,22.0,3.0,0.0291595458984375,0.9,-4.478479862213135,4.478479862213135,4.478479862213135,11.975927352905273,24.44444465637207,0.0,544.0286013484001
142,23.0,3.0,0.0004730224609375,0.9,-4.1201677322387695,4.1201677322387695,4.1201677322387695,11.749700546264648,24.44444465637207,0.0,548.1487690806389
143,24.0,3.0,4.00543212890625e-05,0.9,-4.054736137390137,4.054736137390137,4.054736137390137,11.426932334899902,24.44444465637207,0.0,552.203505218029
144,1.0,3.0,0.0793914794921875,0.9,-4.052867889404297,4.052867889404297,4.052867889404297,10.856278419494629,23.22222137451172,0.0,556.2563731074333
145,2.0,3.0,0.04043006896972656,0.9,-4.285266876220703,4.285266876220703,4.285266876220703,10.43370246887207,22.22222137451172,0.0,560.541639983654
146,3.0,3.0,0.0010986328125,0.9,-4.037426948547363,4.037426948547363,4.037426948547363,10.236461639404297,22.22222137451172,0.0,564.5790669322014
147,4.0,3.0,0.0001430511474609375,0.9,-4.03351354598999,4.03351354598999,4.03351354598999,10.089395523071289,22.22222137451172,0.0,568.6125804781914
148,5.0,3.0,6.29425048828125e-05,0.9,-4.047264575958252,4.047264575958252,4.047264575958252,10.019798278808594,22.22222137451172,0.0,572.6598450541496
149,6.0,3.0,4.00543212890625e-05,0.9,-4.043669700622559,4.043669700622559,4.043669700622559,9.986682891845703,22.22222137451172,0.0,576.7035147547722
150,7.0,2.0,9.5367431640625e-06,0.9,-4.956206321716309,4.956206321716309,4.956206321716309,9.73114013671875,22.22222137451172,0.0,581.6597210764885
151,8.0,2.0,-0.001285552978515625,0.9,-4.085733890533447,4.085733890533447,4.085733890533447,9.716205596923828,22.33333396911621,0.0,585.7454549670219
152,9.0,3.0,-0.0029430389404296875,0.9,-5.189323902130127,5.189323902130127,5.189323902130127,10.108574867248535,22.77777862548828,0.0,590.9347788691521
153,10.0,2.0,-0.0050506591796875,0.9,-3.1279854774475098,3.1279854774475098,3.1279854774475098,10.356879234313965,23.33333396911621,0.0,594.0627643465996
154,11.0,2.0,-0.00018310546875,0.9,-2.925924777984619,2.925924777984619,2.925924777984619,10.847676277160645,23.88888931274414,0.0,596.9886891245842
155,12.0,2.0,-0.0011920928955078125,0.9,-8.22941780090332,8.22941780090332,8.22941780090332,11.328034400939941,24.44444465637207,0.0,605.2181069254875
156,13.0,2.0,-7.62939453125e-06,0.9,-3.6659932136535645,3.6659932136535645,3.6659932136535645,11.721549987792969,24.44444465637207,0.0,608.8841001391411
157,14.0,2.0,7.62939453125e-06,0.9,-3.2073419094085693,3.2073419094085693,3.2073419094085693,12.108715057373047,24.44444465637207,0.0,612.0914420485497
158,15.0,2.0,1.1444091796875e-05,0.9,-2.9492435455322266,2.9492435455322266,2.9492435455322266,12.483569145202637,24.44444465637207,0.0,615.0406855940819
159,16.0,2.0,-0.07278060913085938,0.9,-3.1065661907196045,3.1065661907196045,3.1065661907196045,12.976365089416504,25.55555534362793,0.0,618.1472517848015
160,17.0,3.0,-0.003143310546875,0.9,-3.733098030090332,3.733098030090332,3.733098030090332,13.596210479736328,27.22222137451172,0.0,621.8803498148918
161,18.0,3.0,-0.000232696533203125,0.9,-5.159327030181885,5.159327030181885,5.159327030181885,13.694457054138184,27.22222137451172,0.0,627.0396768450737
162,19.0,3.0,3.814697265625e-06,0.9,-4.776994705200195,4.776994705200195,4.776994705200195,13.55061149597168,27.22222137451172,0.0,631.8166715502739
163,20.0,3.0,-1.9073486328125e-06,0.9,-4.398221015930176,4.398221015930176,4.398221015930176,13.259608268737793,27.22222137451172,0.0,636.2148925662041
164,21.0,3.0,3.814697265625e-06,0.9,-5.130013465881348,5.130013465881348,5.130013465881348,12.950833320617676,27.22222137451172,0.0,641.3449060320854
165,22.0,3.0,3.814697265625e-06,0.9,-4.24343204498291,4.24343204498291,4.24343204498291,12.596967697143555,27.22222137451172,0.0,645.5883380770683
166,23.0,3.0,3.814697265625e-06,0.9,-4.059151649475098,4.059151649475098,4.059151649475098,12.218545913696289,27.22222137451172,0.0,649.6474897265434
167,24.0,3.0,-5.7220458984375e-06,0.9,-4.054736614227295,4.054736614227295,4.054736614227295,11.84671401977539,27.22222137451172,0.0,653.7022263407707
168,1.0,3.0,3.814697265625e-06,0.9,-4.052867889404297,4.052867889404297,4.052867889404297,11.449286460876465,27.22222137451172,0.0,657.755094230175
169,2.0,3.0,-3.814697265625e-06,0.9,-4.05139684677124,4.05139684677124,4.05139684677124,11.019981384277344,27.22222137451172,0.0,661.8064910769463
170,3.0,3.0,1.9073486328125e-06,0.9,-4.0500946044921875,4.0500946044921875,4.0500946044921875,10.691648483276367,27.22222137451172,0.0,665.8565856814384
171,4.0,3.0,-0.03415870666503906,0.9,-4.048736095428467,4.048736095428467,4.048736095428467,10.437078475952148,27.22222137451172,0.0,669.9053217768669
172,5.0,3.0,-0.23867416381835938,0.9,-4.047264575958252,4.047264575958252,4.047264575958252,10.260226249694824,27.22222137451172,0.0,673.9525863528252
173,6.0,3.0,-0.014764785766601562,0.9,-6.615196228027344,6.615196228027344,6.615196228027344,10.147846221923828,27.22222137451172,0.0,680.5677825808525
174,7.0,3.0,-0.000110626220703125,0.9,-4.08299446105957,4.08299446105957,4.08299446105957,10.189584732055664,27.22222137451172,0.0,684.6507770419121
175,8.0,2.0,1.9073486328125e-06,0.9,-3.8502931594848633,3.8502931594848633,3.8502931594848633,10.148446083068848,27.22222137451172,0.0,688.5010702013969
176,9.0,2.0,3.814697265625e-06,0.9,-4.867539405822754,4.867539405822754,4.867539405822754,10.344184875488281,27.22222137451172,0.0,693.3686096072197
