time_step,occupant_count,weather_predicted_1,weather_predicted_2,weather_predicted_3,action_value,reward,net_consumption_kwh,grid_import_kwh,cumulative_grid_import_kwh
22,23.86545181274414,33.53693771362305,28.455322265625,2.0,0.7,-3.298243522644043,3.298243522644043,3.298243522644043,45.33124488592148
23,25.31902313232422,35.41936492919922,27.42836570739746,2.0,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,48.564057528972626
24,24.826820373535156,38.48764419555664,26.9305419921875,2.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,51.79500192403793
25,28.00714111328125,40.087215423583984,26.822914123535156,2.0,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,55.02447456121445
26,28.57555389404297,39.17287063598633,26.50530433654785,2.0,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,58.252645432949066
27,31.37348747253418,41.76142501831055,25.137737274169922,2.0,0.7,-3.2268121242523193,3.2268121242523193,3.2268121242523193,61.479457557201385
28,34.88600158691406,38.33061981201172,23.993776321411133,3.0,0.7,-4.231428146362305,4.231428146362305,4.231428146362305,65.71088570356369
29,36.86639404296875,39.303749084472656,26.7748966217041,3.0,0.7,-4.242586135864258,4.242586135864258,4.242586135864258,69.95347183942795
30,38.79588317871094,35.60645294189453,26.333538055419922,3.0,0.7,-4.206879615783691,4.206879615783691,4.206879615783691,74.16035145521164
31,39.334327697753906,31.81372833251953,26.191482543945312,3.0,0.7,-2.9547030925750732,2.9547030925750732,2.9547030925750732,77.11505454778671
32,40.44803237915039,32.68168258666992,28.218564987182617,2.0,0.7,-2.51523494720459,2.51523494720459,2.51523494720459,79.6302894949913
33,40.09043502807617,31.40363883972168,31.02239227294922,2.0,0.7,-2.444898843765259,2.444898843765259,2.444898843765259,82.07518833875656
34,39.0451774597168,28.666231155395508,30.647628784179688,2.0,0.7,-2.9393880367279053,2.9393880367279053,2.9393880367279053,85.01457637548447
35,37.700897216796875,28.19200897216797,34.188201904296875,2.0,0.7,-3.1991991996765137,3.1991991996765137,3.1991991996765137,88.21377557516098
36,36.22551345825195,27.482831954956055,29.897132873535156,2.0,0.7,-7.674103260040283,7.674103260040283,7.674103260040283,95.88787883520126
37,31.754718780517578,25.527334213256836,30.430633544921875,3.0,0.7,-4.628868579864502,4.628868579864502,4.628868579864502,100.51674741506577
38,31.456697463989258,25.747562408447266,33.167755126953125,2.0,0.7,-2.3623404502868652,2.3623404502868652,2.3623404502868652,102.87908786535263
39,30.16349220275879,25.19240379333496,32.78379821777344,1.0,0.7,-2.2216575145721436,2.2216575145721436,2.2216575145721436,105.10074537992477
40,29.508760452270508,25.032678604125977,29.296117782592773,1.0,0.7,-3.324479579925537,3.324479579925537,3.324479579925537,108.42522495985031
41,28.510482788085938,25.21206283569336,30.36683464050293,1.0,0.7,-2.7309317588806152,2.7309317588806152,2.7309317588806152,111.15615671873093
42,27.478328704833984,26.46356201171875,28.79623794555664,2.0,0.7,-3.9858412742614746,3.9858412742614746,3.9858412742614746,115.1419979929924
43,26.319719314575195,27.457319259643555,26.47549057006836,3.0,0.7,-3.6350793838500977,3.6350793838500977,3.6350793838500977,118.7770773768425
44,26.500879287719727,29.38753318786621,25.490455627441406,3.0,0.7,-5.167572021484375,5.167572021484375,5.167572021484375,123.94464939832687
45,24.340866088867188,29.288177490234375,24.323116302490234,3.0,0.7,-3.512063503265381,3.512063503265381,3.512063503265381,127.45671290159225
46,25.656776428222656,32.226802825927734,24.608051300048828,3.0,0.7,-3.420275926589966,3.420275926589966,3.420275926589966,130.87698882818222
47,24.162153244018555,31.605932235717773,26.663084030151367,3.0,0.7,-3.251718759536743,3.251718759536743,3.251718759536743,134.12870758771896
48,24.533361434936523,31.768985748291016,26.551668167114258,2.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,137.35965198278427
49,25.998504638671875,32.67228698730469,24.62835693359375,2.0,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,140.58912461996078
50,27.50897979736328,30.415346145629883,25.495861053466797,2.0,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,143.8172954916954
51,31.186534881591797,30.568992614746094,25.32501792907715,2.0,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,147.02888530492783
52,33.02885437011719,31.698322296142578,22.673919677734375,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,150.2542261481285
53,31.298826217651367,29.21026611328125,25.28813934326172,3.0,0.7,-3.225510597229004,3.225510597229004,3.225510597229004,153.4797367453575
54,31.442840576171875,27.416725158691406,22.024389266967773,3.0,0.7,-3.1793172359466553,3.1793172359466553,3.1793172359466553,156.65905398130417
55,31.616512298583984,25.733945846557617,24.24337387084961,3.0,0.7,-3.3964626789093018,3.3964626789093018,3.3964626789093018,160.05551666021347
56,31.77128791809082,27.34591293334961,26.613784790039062,3.0,0.7,-3.6715095043182373,3.6715095043182373,3.6715095043182373,163.7270261645317
57,32.21741485595703,26.17450714111328,27.51603126525879,3.0,0.7,-2.336372137069702,2.336372137069702,2.336372137069702,166.0633983016014
58,31.85741424560547,24.563228607177734,27.660181045532227,3.0,0.7,-2.0321712493896484,2.0321712493896484,2.0321712493896484,168.09556955099106
59,30.916011810302734,24.32691192626953,30.527101516723633,2.0,0.7,-1.8326988220214844,1.8326988220214844,1.8326988220214844,169.92826837301254
60,29.429338455200195,23.794841766357422,30.871402740478516,2.0,0.7,-1.7900400161743164,1.7900400161743164,1.7900400161743164,171.71830838918686
61,27.617210388183594,25.21373748779297,28.603862762451172,2.0,0.7,-2.1122727394104004,2.1122727394104004,2.1122727394104004,173.83058112859726
62,26.422304153442383,23.925342559814453,27.71474266052246,2.0,0.7,-2.1937875747680664,2.1937875747680664,2.1937875747680664,176.02436870336533
63,25.946805953979492,24.122074127197266,31.42890739440918,2.0,0.7,-4.438103675842285,4.438103675842285,4.438103675842285,180.4624723792076
64,25.125181198120117,23.619972229003906,27.688640594482422,2.0,0.7,-3.7774658203125,3.7774658203125,3.7774658203125,184.2399381995201
65,24.34014892578125,24.682165145874023,30.120346069335938,2.0,0.7,-3.020690679550171,3.020690679550171,3.020690679550171,187.26062887907028
66,24.045238494873047,22.4926700592041,27.32826042175293,3.0,0.7,-3.8634698390960693,3.8634698390960693,3.8634698390960693,191.12409871816635
67,25.310598373413086,24.564870834350586,27.048219680786133,3.0,0.7,-3.7098960876464844,3.7098960876464844,3.7098960876464844,194.83399480581284
68,24.569684982299805,27.09028434753418,24.785995483398438,3.0,0.7,-3.4874913692474365,3.4874913692474365,3.4874913692474365,198.32148617506027
69,23.620826721191406,29.518234252929688,23.56903839111328,3.0,0.7,-3.512063503265381,3.512063503265381,3.512063503265381,201.83354967832565
70,24.665592193603516,29.728904724121094,25.935087203979492,3.0,0.7,-3.359259843826294,3.359259843826294,3.359259843826294,205.19280952215195
71,22.730867385864258,28.971202850341797,23.087921142578125,3.0,0.7,-3.7479758262634277,3.7479758262634277,3.7479758262634277,208.94078534841537
72,23.054962158203125,28.988046646118164,24.41054344177246,3.0,0.7,-3.236201524734497,3.236201524734497,3.236201524734497,212.17698687314987
73,23.96980094909668,28.537059783935547,21.669212341308594,3.0,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,215.40645951032639
74,26.554697036743164,30.60999870300293,21.105867385864258,3.0,0.7,-3.22817063331604,3.22817063331604,3.22817063331604,218.63463014364243
75,28.52465057373047,28.555200576782227,24.10072135925293,3.0,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,221.84621995687485
76,28.65032386779785,30.103456497192383,21.803421020507812,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,225.07156080007553
77,30.513248443603516,29.527990341186523,23.50054168701172,2.0,0.7,-4.244468688964844,4.244468688964844,4.244468688964844,229.31602948904037
78,29.537250518798828,28.047704696655273,25.183944702148438,2.0,0.7,-3.2366254329681396,3.2366254329681396,3.2366254329681396,232.55265492200851
79,30.302413940429688,28.92632484436035,24.46845817565918,2.0,0.7,-3.377300500869751,3.377300500869751,3.377300500869751,235.92995542287827
80,30.39189338684082,25.322525024414062,27.55101203918457,2.0,0.7,-3.022321939468384,3.022321939468384,3.022321939468384,238.95227736234665
81,30.368865966796875,25.083396911621094,28.28581428527832,2.0,0.7,-2.676985502243042,2.676985502243042,2.676985502243042,241.6292628645897
82,29.86469841003418,24.69891357421875,33.74125671386719,1.0,0.7,-2.979504346847534,2.979504346847534,2.979504346847534,244.60876721143723
83,28.821733474731445,25.721010208129883,32.412227630615234,1.0,0.7,-2.526369333267212,2.526369333267212,2.526369333267212,247.13513654470444
84,28.477256774902344,24.73851776123047,37.504241943359375,2.0,0.7,-2.389446973800659,2.389446973800659,2.389446973800659,249.5245835185051
85,26.985578536987305,21.942094802856445,37.75294876098633,1.0,0.7,-2.7732908725738525,2.7732908725738525,2.7732908725738525,252.29787439107895
86,25.372631072998047,23.295875549316406,36.50522994995117,1.0,0.7,-2.3019509315490723,2.3019509315490723,2.3019509315490723,254.59982532262802
87,25.19715118408203,22.81454086303711,38.714473724365234,1.0,0.7,-2.2448880672454834,2.2448880672454834,2.2448880672454834,256.8447133898735
88,25.79428482055664,20.812238693237305,37.469303131103516,2.0,0.7,-2.5157406330108643,2.5157406330108643,2.5157406330108643,259.36045402288437
89,24.19989585876465,23.29526710510254,36.57133865356445,2.0,0.7,-3.836620569229126,3.836620569229126,3.836620569229126,263.1970745921135
90,24.138521194458008,25.025360107421875,34.550086975097656,2.0,0.7,-3.2754557132720947,3.2754557132720947,3.2754557132720947,266.4725303053856
91,22.737539291381836,24.207550048828125,29.820476531982422,3.0,0.7,-3.4712982177734375,3.4712982177734375,3.4712982177734375,269.943828523159
92,21.900638580322266,27.719402313232422,30.2507266998291,2.0,0.7,-3.8131816387176514,3.8131816387176514,3.8131816387176514,273.7570101618767
93,23.378238677978516,30.46796417236328,26.352066040039062,3.0,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,277.178518474102
94,22.316730499267578,31.190406799316406,28.761367797851562,3.0,0.7,-3.5356943607330322,3.5356943607330322,3.5356943607330322,280.71421283483505
95,21.76744270324707,33.228729248046875,26.92940330505371,3.0,0.7,-3.2328124046325684,3.2328124046325684,3.2328124046325684,283.9470252394676
96,23.341899871826172,36.8427619934082,25.601591110229492,3.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,287.17796963453293
97,26.223190307617188,37.055747985839844,24.302841186523438,3.0,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,290.40744227170944
98,26.9084415435791,37.92030334472656,22.40764045715332,3.0,0.7,-3.22817063331604,3.22817063331604,3.22817063331604,293.6356129050255
99,29.98191261291504,37.04380416870117,25.256452560424805,3.0,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,296.8624252676964
100,31.319395065307617,36.91518783569336,22.691431045532227,3.0,0.7,-4.131287574768066,4.131287574768066,4.131287574768066,300.99371284246445
101,34.25667953491211,34.66511154174805,23.873722076416016,3.0,0.7,-3.223628282546997,3.223628282546997,3.223628282546997,304.21734112501144
102,36.11043167114258,32.93619155883789,26.62993812561035,2.0,0.7,-3.955221652984619,3.955221652984619,3.955221652984619,308.17256277799606
103,35.52654266357422,29.59743309020996,25.07056427001953,1.0,0.7,-4.2835493087768555,4.2835493087768555,4.2835493087768555,312.4561120867729
104,36.71644973754883,28.02680206298828,29.518798828125,1.0,0.7,-3.1434478759765625,3.1434478759765625,3.1434478759765625,315.5995599627495
105,36.415802001953125,27.424407958984375,31.17821502685547,1.0,0.7,-2.3808791637420654,2.3808791637420654,2.3808791637420654,317.98043912649155
106,35.983421325683594,28.806644439697266,33.90399169921875,1.0,0.7,-1.8603259325027466,1.8603259325027466,1.8603259325027466,319.8407650589943
107,36.46729278564453,27.0466251373291,35.25664138793945,1.0,0.7,-1.9503850936889648,1.9503850936889648,1.9503850936889648,321.79115015268326
108,34.81806945800781,26.178836822509766,36.38835906982422,1.0,0.7,-1.9098953008651733,1.9098953008651733,1.9098953008651733,323.70104545354843
109,30.437631607055664,25.26000213623047,37.732521057128906,1.0,0.7,-2.1028621196746826,2.1028621196746826,2.1028621196746826,325.8039075732231
110,28.38143539428711,25.30403709411621,34.79153060913086,1.0,0.7,-1.9808439016342163,1.9808439016342163,1.9808439016342163,327.78475147485733
111,28.929262161254883,22.27547836303711,38.325748443603516,1.0,0.7,-2.2914955615997314,2.2914955615997314,2.2914955615997314,330.07624703645706
112,26.98426628112793,24.110872268676758,35.4407958984375,2.0,0.7,-2.3922791481018066,2.3922791481018066,2.3922791481018066,332.46852618455887
113,26.18059539794922,22.38082504272461,36.54132080078125,2.0,0.7,-3.771613836288452,3.771613836288452,3.771613836288452,336.2401400208473
114,26.27850914001465,24.771772384643555,34.500221252441406,3.0,0.7,-3.247772693634033,3.247772693634033,3.247772693634033,339.48791271448135
115,24.615692138671875,25.4315128326416,30.627981185913086,3.0,0.7,-3.6314029693603516,3.6314029693603516,3.6314029693603516,343.1193156838417
116,23.635055541992188,27.33710479736328,28.31007957458496,3.0,0.7,-3.3237054347991943,3.3237054347991943,3.3237054347991943,346.4430211186409
117,23.725305557250977,31.16397476196289,27.165016174316406,3.0,0.7,-3.2403974533081055,3.2403974533081055,3.2403974533081055,349.683418571949
118,22.86474609375,32.37528610229492,26.078594207763672,3.0,0.7,-3.473468542098999,3.473468542098999,3.473468542098999,353.156887114048
119,23.96980094909668,33.143375396728516,25.033390045166016,3.0,0.7,-3.4690513610839844,3.4690513610839844,3.4690513610839844,356.625938475132
120,25.60719871520996,34.647789001464844,27.476337432861328,3.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,359.8568828701973
121,25.965471267700195,37.170372009277344,23.95566177368164,3.0,0.7,-3.2294723987579346,3.2294723987579346,3.2294723987579346,363.08635526895523
122,29.05974769592285,37.998435974121094,25.032817840576172,3.0,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,366.31452614068985
123,31.081096649169922,37.857940673828125,25.216571807861328,3.0,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,369.54133850336075
124,32.09334182739258,36.78933334350586,21.990598678588867,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,372.76667934656143
125,34.574337005615234,35.1914176940918,23.140274047851562,3.0,0.7,-3.8291425704956055,3.8291425704956055,3.8291425704956055,376.59582191705704
126,34.379638671875,34.03438949584961,24.099529266357422,2.0,0.7,-7.89720344543457,7.89720344543457,7.89720344543457,384.4930253624916
127,36.24886703491211,29.687652587890625,25.13597869873047,2.0,0.7,-2.979001760482788,2.979001760482788,2.979001760482788,387.4720271229744
128,36.86213302612305,29.639936447143555,30.184885025024414,3.0,0.7,-2.6572964191436768,2.6572964191436768,2.6572964191436768,390.1293235421181
129,37.087806701660156,29.386459350585938,29.754741668701172,2.0,0.7,-7.050146102905273,7.050146102905273,7.050146102905273,397.17946964502335
130,36.31307601928711,28.883312225341797,33.2639045715332,2.0,0.7,-2.0396530628204346,2.0396530628204346,2.0396530628204346,399.2191227078438
131,35.14752960205078,27.463632583618164,35.9144287109375,2.0,0.7,-1.7144404649734497,1.7144404649734497,1.7144404649734497,400.93356317281723
132,33.4336051940918,26.475318908691406,34.55887222290039,1.0,0.7,-1.6862677335739136,1.6862677335739136,1.6862677335739136,402.61983090639114
133,30.58594512939453,24.877471923828125,38.36467361450195,1.0,0.7,-1.6759542226791382,1.6759542226791382,1.6759542226791382,404.2957851290703
134,29.71558380126953,24.323965072631836,36.70235824584961,1.0,0.7,-2.2321829795837402,2.2321829795837402,2.2321829795837402,406.527968108654
135,29.30010414123535,22.43350601196289,35.43971252441406,1.0,0.7,-1.9811848402023315,1.9811848402023315,1.9811848402023315,408.50915294885635
136,27.670652389526367,24.175657272338867,34.770301818847656,1.0,0.7,-2.2891886234283447,2.2891886234283447,2.2891886234283447,410.7983415722847
137,27.029829025268555,21.78578758239746,35.05714797973633,2.0,0.7,-4.664495944976807,4.664495944976807,4.664495944976807,415.4628375172615
138,25.749034881591797,23.239362716674805,33.84115982055664,3.0,0.7,-3.7955071926116943,3.7955071926116943,3.7955071926116943,419.2583447098732
139,24.244325637817383,27.653419494628906,28.344554901123047,2.0,0.7,-4.51476526260376,4.51476526260376,4.51476526260376,423.77310997247696
140,24.755186080932617,29.239412307739258,28.293006896972656,3.0,0.7,-10.57075023651123,10.57075023651123,10.57075023651123,434.3438602089882
141,23.77093505859375,29.430171966552734,26.9681453704834,3.0,0.7,-3.656555652618408,3.656555652618408,3.656555652618408,438.0004158616066
142,22.09107208251953,32.03435516357422,26.55787467956543,3.0,0.7,-3.298243761062622,3.298243761062622,3.298243761062622,441.2986596226692
143,23.779193878173828,34.13780975341797,25.700742721557617,3.0,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,444.53147226572037
144,24.79067039489746,35.62010192871094,23.347654342651367,3.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,447.7624166607857
145,26.49100685119629,36.973167419433594,21.56848907470703,3.0,0.7,-3.4633426666259766,3.4633426666259766,3.4633426666259766,451.22575932741165
146,29.42584228515625,35.48434829711914,24.335453033447266,3.0,0.7,-3.2155027389526367,3.2155027389526367,3.2155027389526367,454.4412620663643
147,30.359115600585938,36.972808837890625,20.94701385498047,3.0,0.7,-3.211589813232422,3.211589813232422,3.211589813232422,457.6528518795967
148,33.1875,36.24211883544922,22.586719512939453,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,460.8781927227974
149,34.939022064208984,34.997371673583984,21.05629539489746,3.0,0.7,-3.2217459678649902,3.2217459678649902,3.2217459678649902,464.0999386906624
150,36.01793670654297,33.511802673339844,22.454666137695312,2.0,0.7,-4.13428258895874,4.13428258895874,4.13428258895874,468.2342212796211
151,35.47596740722656,28.541418075561523,27.895782470703125,2.0,0.7,-3.2638099193573,3.2638099193573,3.2638099193573,471.4980311989784
152,36.9803466796875,28.546127319335938,26.52387046813965,3.0,0.7,-4.3673996925354,4.3673996925354,4.3673996925354,475.8654308915138
153,37.754268646240234,29.359573364257812,30.326139450073242,2.0,0.7,-2.3060617446899414,2.3060617446899414,2.3060617446899414,478.17149263620377
154,37.399635314941406,26.278757095336914,32.21767044067383,2.0,0.7,-2.104001045227051,2.104001045227051,2.104001045227051,480.2754936814308
155,34.05582046508789,26.753890991210938,34.27780532836914,2.0,0.7,-7.407494068145752,7.407494068145752,7.407494068145752,487.68298774957657
156,32.321659088134766,25.285051345825195,37.45802688598633,2.0,0.7,-2.844069242477417,2.844069242477417,2.844069242477417,490.527056992054
157,30.37030601501465,23.194061279296875,37.70307922363281,2.0,0.7,-2.3854176998138428,2.3854176998138428,2.3854176998138428,492.9124746918678
158,29.39150619506836,23.966524124145508,35.25669479370117,2.0,0.7,-2.127319812774658,2.127319812774658,2.127319812774658,495.0397945046425
159,28.84955596923828,22.769224166870117,36.36337661743164,2.0,0.7,-2.284642219543457,2.284642219543457,2.284642219543457,497.32443672418594
160,26.8924617767334,22.308012008666992,34.45335388183594,3.0,0.7,-2.9111740589141846,2.9111740589141846,2.9111740589141846,500.2356107831001
161,25.545515060424805,22.4050350189209,34.973514556884766,3.0,0.7,-4.337403297424316,4.337403297424316,4.337403297424316,504.57301408052444
162,25.59680938720703,24.762420654296875,34.27386474609375,3.0,0.7,-3.955070734024048,3.955070734024048,3.955070734024048,508.5280848145485
163,23.87181854248047,26.677417755126953,30.38220977783203,3.0,0.7,-3.5762970447540283,3.5762970447540283,3.5762970447540283,512.1043818593025
164,23.603031158447266,27.33544158935547,29.58955955505371,3.0,0.7,-4.308089256286621,4.308089256286621,4.308089256286621,516.4124711155891
165,22.23967933654785,30.68698501586914,26.821191787719727,3.0,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,519.8339794278145
166,21.385894775390625,31.680030822753906,28.20552635192871,3.0,0.7,-3.23722767829895,3.23722767829895,3.23722767829895,523.0712071061134
167,21.85829734802246,35.66522979736328,26.848377227783203,3.0,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,526.3040197491646
168,22.972484588623047,35.133060455322266,26.78997802734375,3.0,0.7,-3.2309443950653076,3.2309443950653076,3.2309443950653076,529.5349641442299
169,25.298280715942383,35.37400817871094,23.445667266845703,3.0,0.7,-3.2294726371765137,3.2294726371765137,3.2294726371765137,532.7644367814064
170,28.2839298248291,36.209224700927734,22.48200225830078,3.0,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,535.992607653141
171,30.52032470703125,36.43300247192383,22.32391357421875,3.0,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,539.2194200158119
172,32.07597351074219,35.51095199584961,25.167821884155273,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,542.4447608590126
173,33.76531982421875,36.2360725402832,24.992233276367188,3.0,0.7,-5.793272495269775,5.793272495269775,5.793272495269775,548.2380333542824
174,35.70541763305664,33.48026657104492,24.073688507080078,3.0,0.7,-3.261070728302002,3.261070728302002,3.261070728302002,551.4991040825844
175,37.00983428955078,30.084522247314453,28.11170196533203,2.0,0.7,-3.028369188308716,3.028369188308716,3.028369188308716,554.5274732708931
176,35.91468811035156,27.887731552124023,30.76629638671875,2.0,0.7,-4.0456156730651855,4.0456156730651855,4.0456156730651855,558.5730889439583
177,37.24320602416992,28.35930061340332,29.431045532226562,1.0,0.7,-2.2528538703918457,2.2528538703918457,2.2528538703918457,560.8259428143501
178,36.825077056884766,28.279865264892578,31.398635864257812,1.0,0.7,-1.9692860841751099,1.9692860841751099,1.9692860841751099,562.7952288985252
179,34.456382751464844,27.278196334838867,32.9216423034668,1.0,0.7,-1.834671139717102,1.834671139717102,1.834671139717102,564.6299000382423
180,33.939781188964844,25.137474060058594,36.386619567871094,1.0,0.7,-1.7343214750289917,1.7343214750289917,1.7343214750289917,566.3642215132713
181,29.318401336669922,25.820274353027344,37.77920150756836,1.0,0.7,-1.9866005182266235,1.9866005182266235,1.9866005182266235,568.350822031498
182,29.846899032592773,25.566377639770508,36.683475494384766,2.0,0.7,-1.8967734575271606,1.8967734575271606,1.8967734575271606,570.2475954890251
183,28.11516571044922,24.403268814086914,37.56632614135742,1.0,0.7,-2.039907455444336,2.039907455444336,2.039907455444336,572.2875029444695
184,27.473041534423828,22.007089614868164,35.85948181152344,1.0,0.7,-2.319995641708374,2.319995641708374,2.319995641708374,574.6074985861778
185,26.669593811035156,23.171281814575195,35.932106018066406,3.0,0.7,-2.868377685546875,2.868377685546875,2.868377685546875,577.4758762717247
186,26.2066707611084,24.10968017578125,30.88336181640625,3.0,0.7,-3.5582239627838135,3.5582239627838135,3.5582239627838135,581.0341002345085
187,25.66185188293457,27.80126190185547,28.82986831665039,3.0,0.7,-3.9351696968078613,3.9351696968078613,3.9351696968078613,584.9692699313164
188,24.105682373046875,28.97125244140625,27.535558700561523,3.0,0.7,-3.720201253890991,3.720201253890991,3.720201253890991,588.6894711852074
189,24.59143829345703,31.932918548583984,25.029809951782227,3.0,0.7,-3.421508312225342,3.421508312225342,3.421508312225342,592.1109794974327
190,23.49220085144043,33.22065353393555,28.252988815307617,2.0,0.7,-3.23722767829895,3.23722767829895,3.23722767829895,595.3482071757317
191,22.709657669067383,33.966102600097656,26.57274627685547,2.0,0.7,-3.2328126430511475,3.2328126430511475,3.2328126430511475,598.5810198187828
192,23.755020141601562,36.50587844848633,26.359708786010742,3.0,0.7,-3.5474929809570312,3.5474929809570312,3.5474929809570312,602.1285127997398
193,27.131723403930664,35.801998138427734,22.974319458007812,3.0,0.7,-3.2218117713928223,3.2218117713928223,3.2218117713928223,605.3503245711327
194,28.82616424560547,37.31013107299805,22.472795486450195,3.0,0.7,-3.228170871734619,3.228170871734619,3.228170871734619,608.5784954428673
195,30.105316162109375,37.628173828125,24.11822509765625,3.0,0.7,-3.2268123626708984,3.2268123626708984,3.2268123626708984,611.8053078055382
196,32.405967712402344,36.75408172607422,24.247671127319336,3.0,0.7,-3.2253408432006836,3.2253408432006836,3.2253408432006836,615.0306486487389
197,34.67584228515625,34.96104049682617,25.30830955505371,3.0,0.7,-3.225510597229004,3.225510597229004,3.225510597229004,618.2561592459679
198,35.26667785644531,33.462215423583984,25.779878616333008,3.0,0.7,-4.053863525390625,4.053863525390625,4.053863525390625,622.3100227713585
199,36.55129623413086,30.417604446411133,27.839460372924805,3.0,0.7,-2.974668264389038,2.974668264389038,2.974668264389038,625.2846910357475
200,36.05146789550781,28.41863441467285,29.588911056518555,3.0,0.7,-4.273675918579102,4.273675918579102,4.273675918579102,629.5583669543266
