time_step,reward,all_rewards,grid_import_Building_1_kwh,export_Building_1_kwh,grid_import_Building_2_kwh,export_Building_2_kwh,grid_import_Building_3_kwh,export_Building_3_kwh,grid_import_kwh,export_kwh,cumulative_grid_import_kwh,cumulative_export_kwh
15,-1.3265159130096436,-41.10529547929764,0.16432055830955505,0.0,1.0962364673614502,0.0,0.06595885753631592,0.0,1.3265158832073212,0.0,41.55502165853977,1.888239249587059
16,-0.09041498601436615,-41.195710465312004,0.0,0.1696302890777588,0.2912794053554535,0.0,0.0,0.2320985496044159,0.0,0.11044943332672119,41.55502165853977,1.9986886829137802
17,-0.6364187002182007,-41.832129165530205,0.1799376904964447,0.0,0.3064201772212982,0.0,0.15006080269813538,0.0,0.6364186704158783,0.0,42.19144032895565,1.9986886829137802
18,-1.3913612365722656,-43.22349040210247,0.4625154137611389,0.0,0.16118374466896057,0.0,0.7676620483398438,0.0,1.3913612067699432,0.0,43.582801535725594,1.9986886829137802
19,-2.449221134185791,-45.67271153628826,1.0769085884094238,0.0,0.3912005126476288,0.0,0.9811120629310608,0.0,2.4492211639881134,0.0,46.03202269971371,1.9986886829137802
20,-2.3802783489227295,-48.05298988521099,0.5288646817207336,0.0,0.780853271484375,0.0,1.0705604553222656,0.0,2.3802784085273743,0.0,48.41230110824108,1.9986886829137802
21,-3.286937713623047,-51.33992759883404,0.9365671873092651,0.0,0.3876185119152069,0.0,1.962751865386963,0.0,3.286937564611435,0.0,51.699238672852516,1.9986886829137802
22,-4.835491180419922,-56.17541877925396,0.4215100109577179,0.0,2.4457812309265137,0.0,1.9681999683380127,0.0,4.835491210222244,0.0,56.53472988307476,1.9986886829137802
23,-4.834572792053223,-61.00999157130718,0.3560788035392761,0.0,2.4415361881256104,0.0,2.0369577407836914,0.0,4.834572732448578,0.0,61.36930261552334,1.9986886829137802
24,-3.2161478996276855,-64.22613947093487,0.35421058535575867,0.0,2.439856767654419,0.0,0.42208048701286316,0.0,3.2161478400230408,0.0,64.58545045554638,1.9986886829137802
25,-0.9509491920471191,-65.17708866298199,0.3527388870716095,0.0,0.17920845746994019,0.0,0.41900184750556946,0.0,0.9509491920471191,0.0,65.5363996475935,1.9986886829137802
26,-0.9367231130599976,-66.11381177604198,0.3514370918273926,0.0,0.16868312656879425,0.0,0.4166029393672943,0.0,0.9367231577634811,0.0,66.47312280535698,1.9986886829137802
27,-1.7249802350997925,-67.83879201114178,0.35007867217063904,0.0,0.1873515099287033,0.0,1.1875500679016113,0.0,1.7249802500009537,0.0,68.19810305535793,1.9986886829137802
28,-1.992091417312622,-69.8308834284544,1.3546943664550781,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,1.9920913726091385,0.0,70.19019442796707,1.9986886829137802
29,-2.0965375900268555,-71.92742101848125,1.3658525943756104,0.0,0.23087537288665771,0.0,0.49980950355529785,0.0,2.096537470817566,0.0,72.28673189878464,1.9986886829137802
30,-2.032391309738159,-73.95981232821941,1.3301458358764648,0.0,0.24327263236045837,0.0,0.4589728116989136,0.0,2.032391279935837,0.0,74.31912317872047,1.9986886829137802
31,-0.7622600793838501,-74.72207240760326,0.07796920090913773,0.0,0.19240280985832214,0.0,0.49188804626464844,0.0,0.7622600570321083,0.0,75.08138323575258,1.9986886829137802
32,-3.8726930618286133,-78.59476546943188,0.0,0.36149874329566956,3.5633065700531006,0.0,0.49013590812683105,0.0,3.691943734884262,0.0,78.77332697063684,1.9986886829137802
33,-0.1717519611120224,-78.7665174305439,0.0,0.4318349361419678,0.13957519829273224,0.0,0.24809423089027405,0.0,0.0,0.04416550695896149,78.77332697063684,2.0428541898727417
34,-0.4353530704975128,-79.20187050104141,0.06265433132648468,0.0,0.38181352615356445,0.0,0.0,0.018229525536298752,0.4262383319437504,0.0,79.1995653025806,2.0428541898727417
35,-0.4383973777294159,-79.64026787877083,0.3224653899669647,0.0,0.2233913242816925,0.0,0.0,0.21491865813732147,0.33093805611133575,0.0,79.53050335869193,2.0428541898727417
36,-4.550723075866699,-84.19099095463753,4.797369956970215,0.0,0.0,0.04580845683813095,0.0,0.4474849998950958,4.304076500236988,0.0,83.83457985892892,2.0428541898727417
37,-1.3685321807861328,-85.55952313542366,1.7521350383758545,0.0,0.0,0.17027628421783447,0.0,0.596929669380188,0.984929084777832,0.0,84.81950894370675,2.0428541898727417
38,0.31909433007240295,-85.24042880535126,0.0,0.5143934488296509,0.0,0.05979296937584877,0.0,0.06400222331285477,0.0,0.6381886415183544,84.81950894370675,2.681042831391096
39,-0.3211420774459839,-85.56157088279724,0.0,0.6550762057304382,0.7720916271209717,0.0,0.0,0.24682287871837616,0.0,0.1298074573278427,84.81950894370675,2.810850288718939
40,-1.1289808750152588,-86.6905517578125,0.447745680809021,0.0,0.19314506649971008,0.0,0.4880902171134949,0.0,1.128980964422226,0.0,85.94848990812898,2.810850288718939
41,-0.28873252868652344,-86.97928428649902,0.0,0.14580199122428894,0.0,0.00994577631354332,0.3666064143180847,0.0,0.21085864678025246,0.0,86.15934855490923,2.810850288718939
42,-2.4748167991638184,-89.45410108566284,1.109107494354248,0.0,0.2910788059234619,0.0,1.074630618095398,0.0,2.474816918373108,0.0,88.63416547328234,2.810850288718939
43,-1.703869104385376,-91.15797019004822,0.7583456039428711,0.0,0.21914196014404297,0.0,0.7263814806938171,0.0,1.7038690447807312,0.0,90.33803451806307,2.810850288718939
44,-2.9432787895202637,-94.10124897956848,2.2908387184143066,0.0,0.20169100165367126,0.0,0.4507490396499634,0.0,2.9432787597179413,0.0,93.28131327778101,2.810850288718939
45,-1.530853033065796,-95.63210201263428,0.6353296637535095,0.0,0.19623863697052002,0.0,0.6992846727371216,0.0,1.5308529734611511,0.0,94.81216625124216,2.810850288718939
46,-1.4290204048156738,-97.06112241744995,0.5435421466827393,0.0,0.19325745105743408,0.0,0.6922207474708557,0.0,1.429020345211029,0.0,96.24118659645319,2.810850288718939
47,-0.9907427430152893,-98.05186516046524,0.37498530745506287,0.0,0.18901224434375763,0.0,0.4267451763153076,0.0,0.9907427281141281,0.0,97.23192932456732,2.810850288718939
48,-0.9636238813400269,-99.01548904180527,0.35421058535575867,0.0,0.18733283877372742,0.0,0.42208048701286316,0.0,0.9636239111423492,0.0,98.19555323570967,2.810850288718939
49,-0.9576585292816162,-99.97314757108688,0.3527388870716095,0.0,0.18591776490211487,0.0,0.41900184750556946,0.0,0.9576584994792938,0.0,99.15321173518896,2.810850288718939
50,-0.9526560306549072,-100.92580360174179,0.3514370918273926,0.0,0.18461598455905914,0.0,0.4166029393672943,0.0,0.952656015753746,0.0,100.1058677509427,2.810850288718939
51,-0.9410372972488403,-101.86684089899063,0.3348560631275177,0.0,0.1873515099287033,0.0,0.4188297688961029,0.0,0.9410373419523239,0.0,101.04690509289503,2.810850288718939
52,-0.9860039949417114,-102.85284489393234,0.34860697388648987,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,0.9860039800405502,0.0,102.03290907293558,2.810850288718939
53,-3.3644232749938965,-106.21726816892624,1.3761818408966064,0.0,0.79400634765625,0.0,1.1942349672317505,0.0,3.364423155784607,0.0,105.39733222872019,2.810850288718939
54,-3.276883602142334,-109.49415177106857,1.3299883604049683,0.0,0.8021014332771301,0.0,1.1447938680648804,0.0,3.2768836617469788,0.0,108.67421589046717,2.810850288718939
55,-3.4137420654296875,-112.90789383649826,1.5471336841583252,0.0,0.8617960810661316,0.0,1.0048121213912964,0.0,3.413741886615753,0.0,112.08795777708292,2.810850288718939
56,-5.839513301849365,-118.74740713834763,1.8221806287765503,0.0,2.4569249153137207,0.0,1.5604077577590942,0.0,5.839513301849365,0.0,117.92747107893229,2.810850288718939
57,-4.087939262390137,-122.83534640073776,0.4870434105396271,0.0,2.480858087539673,0.0,1.12003755569458,0.0,4.08793905377388,0.0,122.01541013270617,2.810850288718939
58,-2.111492872238159,-124.94683927297592,0.0,0.8445625305175781,1.737468957901001,0.0,0.7963051795959473,0.0,1.6892116069793701,0.0,123.70462173968554,2.810850288718939
59,-0.5913478136062622,-125.53818708658218,0.0,1.0440349578857422,1.274584412574768,0.0,0.0,0.3224382996559143,0.0,0.09188884496688843,123.70462173968554,2.9027391336858273
60,0.23664015531539917,-125.30154693126678,0.0,1.0866937637329102,0.3657621741294861,0.0,0.0,0.11811089515686035,0.0,0.8390424847602844,123.70462173968554,3.7417816184461117
61,-6.529631614685059,-131.83117854595184,0.0,0.7644610404968262,0.0,0.18274803459644318,7.003236293792725,0.0,6.056027218699455,0.0,129.760648958385,3.7417816184461117
62,0.4558754563331604,-131.37530308961868,0.0,0.6829460859298706,0.0,0.16892418265342712,0.0,0.05988061800599098,0.0,0.9117508865892887,129.760648958385,4.6535325050354
63,-2.079639196395874,-133.45494228601456,1.561369776725769,0.0,0.0,0.013574364595115185,0.5250566601753235,0.0,2.0728520723059773,0.0,131.83350103069097,4.6535325050354
64,-2.13383150100708,-135.58877378702164,0.9007319211959839,0.0,0.011278570629656315,0.0,1.2218209505081177,0.0,2.133831442333758,0.0,133.96733247302473,4.6535325050354
65,-1.0445339679718018,-136.63330775499344,0.14395681023597717,0.0,0.21786905825138092,0.0,0.6827080249786377,0.0,1.0445338934659958,0.0,135.01186636649072,4.6535325050354
66,-3.2661426067352295,-139.89945036172867,0.9867361783981323,0.0,0.313500314950943,0.0,1.9659061431884766,0.0,3.266142636537552,0.0,138.27800900302827,4.6535325050354
67,-2.5142626762390137,-142.41371303796768,0.8331621885299683,0.0,0.35911455750465393,0.0,1.3219858407974243,0.0,2.5142625868320465,0.0,140.79227158986032,4.6535325050354
68,-2.139162540435791,-144.55287557840347,0.6107575297355652,0.0,0.36468249559402466,0.0,1.1637225151062012,0.0,2.139162540435791,0.0,142.9314341302961,4.6535325050354
69,-2.2731752395629883,-146.82605081796646,0.6353296637535095,0.0,0.4478263854980469,0.0,1.1900190114974976,0.0,2.273175060749054,0.0,145.20460919104517,4.6535325050354
70,-1.111764669418335,-147.9378154873848,0.48252609372138977,0.0,0.19325745105743408,0.0,0.4359810948371887,0.0,1.1117646396160126,0.0,146.31637383066118,4.6535325050354
71,-1.48699951171875,-149.42481499910355,0.8712420463562012,0.0,0.18901224434375763,0.0,0.4267451763153076,0.0,1.4869994670152664,0.0,147.80337329767644,4.6535325050354
72,-0.968881368637085,-150.39369636774063,0.3594680726528168,0.0,0.18733283877372742,0.0,0.42208048701286316,0.0,0.9688813984394073,0.0,148.77225469611585,4.6535325050354
73,-0.9576585292816162,-151.35135489702225,0.3527388870716095,0.0,0.18591776490211487,0.0,0.41900184750556946,0.0,0.9576584994792938,0.0,149.72991319559515,4.6535325050354
74,-0.9526560306549072,-152.30401092767715,0.3514370918273926,0.0,0.18461598455905914,0.0,0.4166029393672943,0.0,0.952656015753746,0.0,150.6825692113489,4.6535325050354
75,-0.9410372972488403,-153.245048224926,0.3348560631275177,0.0,0.1873515099287033,0.0,0.4188297688961029,0.0,0.9410373419523239,0.0,151.62360655330122,4.6535325050354
76,-0.9860039949417114,-154.2310522198677,0.34860697388648987,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,0.9860039800405502,0.0,152.60961053334177,4.6535325050354
77,-2.1263625621795654,-156.35741478204727,1.3677350282669067,0.0,0.23087537288665771,0.0,0.5277521014213562,0.0,2.1263625025749207,0.0,154.7359730359167,4.6535325050354
78,-2.527252197265625,-158.8846669793129,0.3598918616771698,0.0,0.25422030687332153,0.0,1.9131399393081665,0.0,2.527252107858658,0.0,157.26322514377534,4.6535325050354
79,-1.490822196006775,-160.37548917531967,0.500566840171814,0.0,0.3611260652542114,0.0,0.6291292905807495,0.0,1.490822196006775,0.0,158.75404733978212,4.6535325050354
80,-6.207632064819336,-166.583121240139,1.1729929447174072,0.0,2.6174004077911377,0.0,2.417238712310791,0.0,6.207632064819336,0.0,164.96167940460145,4.6535325050354
81,-0.8090771436691284,-167.39219838380814,0.0,0.19974814355373383,0.37557753920555115,0.0,0.5333736538887024,0.0,0.7092030495405197,0.0,165.67088245414197,4.6535325050354
82,-1.3471115827560425,-168.73930996656418,0.10277063399553299,0.0,0.30680543184280396,0.0,0.9375355243682861,0.0,1.347111590206623,0.0,167.0179940443486,4.6535325050354
83,-2.4689903259277344,-171.2083002924919,0.6770405769348145,0.0,0.8559265732765198,0.0,0.9360233545303345,0.0,2.4689905047416687,0.0,169.48698454909027,4.6535325050354
84,-0.7681233286857605,-171.97642362117767,0.0,0.48728668689727783,0.19740678369998932,0.0,0.8143599033355713,0.0,0.5244800001382828,0.0,170.01146454922855,4.6535325050354
85,-0.0011607259511947632,-171.97758434712887,0.0,0.10344289988279343,0.08687037974596024,0.0,0.0,0.06797640770673752,0.0,0.08454892784357071,170.01146454922855,4.738081432878971
86,0.30340906977653503,-171.67417527735233,0.0,0.5747829079627991,0.08487845957279205,0.0,0.0,0.2017921507358551,0.0,0.6916965991258621,170.01146454922855,5.429778032004833
87,0.36295804381370544,-171.31121723353863,0.0,0.6318455934524536,0.03208257630467415,0.0,0.0,0.15823568403720856,0.0,0.757998701184988,170.01146454922855,6.187776733189821
88,0.013016598299145699,-171.29820063523948,0.0,0.3609931766986847,0.19390042126178741,0.0,0.0,0.052840862423181534,0.0,0.2199336178600788,170.01146454922855,6.4077103510499
89,-2.507204532623291,-173.80540516786277,0.9598867297172546,0.0,1.2953776121139526,0.0,0.25194022059440613,0.0,2.5072045624256134,0.0,172.51866911165416,6.4077103510499
90,-1.5222392082214355,-175.3276443760842,0.398721843957901,0.0,0.29576143622398376,0.0,0.827755868434906,0.0,1.5222391486167908,0.0,174.04090826027095,6.4077103510499
91,-1.805208683013916,-177.13285305909812,0.5945645570755005,0.0,0.4842626452445984,0.0,0.7263814806938171,0.0,1.805208683013916,0.0,175.84611694328487,6.4077103510499
92,-2.0617852210998535,-179.19463828019798,0.9364479184150696,0.0,0.36468249559402466,0.0,0.7606547474861145,0.0,2.0617851614952087,0.0,177.90790210478008,6.4077103510499
93,-1.748924732208252,-180.94356301240623,0.5447744131088257,0.0,0.3876185119152069,0.0,0.8165318369865417,0.0,1.7489247620105743,0.0,179.65682686679065,6.4077103510499
94,-1.9517195224761963,-182.89528253488243,0.6589604616165161,0.0,0.3296126127243042,0.0,0.963146448135376,0.0,1.9517195224761963,0.0,181.60854638926685,6.4077103510499
95,-1.1967880725860596,-184.0920706074685,0.3560788035392761,0.0,0.3141602873802185,0.0,0.5265489816665649,0.0,1.1967880725860596,0.0,182.8053344618529,6.4077103510499
96,-0.9942672252655029,-185.086337832734,0.35421058535575867,0.0,0.18733283877372742,0.0,0.45272377133369446,0.0,0.9942671954631805,0.0,183.7996016573161,6.4077103510499
97,-0.9556514024734497,-186.04198923520744,0.3527388870716095,0.0,0.18591776490211487,0.0,0.41699478030204773,0.0,0.9556514322757721,0.0,184.75525308959186,6.4077103510499
98,-0.9526560306549072,-186.99464526586235,0.3514370918273926,0.0,0.18461598455905914,0.0,0.4166029393672943,0.0,0.952656015753746,0.0,185.7079091053456,6.4077103510499
99,-0.9562599658966064,-187.95090523175895,0.35007867217063904,0.0,0.1873515099287033,0.0,0.4188297688961029,0.0,0.9562599509954453,0.0,186.66416905634105,6.4077103510499
100,-1.8919508457183838,-189.84285607747734,1.2545539140701294,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,1.8919509202241898,0.0,188.55611997656524,6.4077103510499
101,-1.1055219173431396,-190.94837799482048,0.3468944728374481,0.0,0.23087537288665771,0.0,0.5277521014213562,0.0,1.105521947145462,0.0,189.6616419237107,6.4077103510499
102,-1.7737758159637451,-192.72215381078422,1.0784878730773926,0.0,0.2409534454345703,0.0,0.45433443784713745,0.0,1.7737757563591003,0.0,191.4354176800698,6.4077103510499
103,-2.8315629959106445,-195.55371680669487,1.406815528869629,0.0,1.11617112159729,0.0,0.3085762858390808,0.0,2.8315629363059998,0.0,194.2669806163758,6.4077103510499
104,-0.5558802485466003,-196.10959705524147,0.26671406626701355,0.0,0.23807062208652496,0.0,0.05109556391835213,0.0,0.5558802522718906,0.0,194.8228608686477,6.4077103510499
105,0.08731900900602341,-196.02227804623544,0.0,0.4958544075489044,0.23039452731609344,0.0,0.0,0.13957266509532928,0.0,0.40503254532814026,194.8228608686477,6.81274289637804
106,0.7131693959236145,-195.30910865031183,0.0,1.0164076089859009,0.0,0.015333311632275581,0.0,0.3945979177951813,0.0,1.4263388384133577,194.8228608686477,8.239081734791398
107,0.23925432562828064,-195.06985432468355,0.0,0.9263487458229065,0.5092339515686035,0.0,0.0,0.5706278085708618,0.0,0.9877426028251648,194.8228608686477,9.226824337616563
108,0.36965513229370117,-194.70019919238985,0.0,0.966838538646698,0.0,0.012424386106431484,0.11997632682323456,0.0,0.0,0.8592865979298949,194.8228608686477,10.086110935546458
109,0.680476725101471,-194.01972246728837,0.0,0.7738717198371887,0.0,0.1327192634344101,0.0,0.4543624222278595,0.0,1.3609534054994583,194.8228608686477,11.447064341045916
110,0.8518882393836975,-193.16783422790468,0.0,0.8958898782730103,0.0,0.26121532917022705,0.0,0.5466712713241577,0.0,1.703776478767395,194.8228608686477,13.150840819813311
111,-1.62739896774292,-194.7952331956476,0.0,0.5852379202842712,2.0939509868621826,0.0,0.0,0.34786614775657654,1.1608469188213348,0.0,195.98370778746903,13.150840819813311
112,0.4037368893623352,-194.39149630628526,0.0,0.48445454239845276,0.0,0.14671702682971954,0.0,0.1763022094964981,0.0,0.8074737787246704,195.98370778746903,13.958314598537982
113,-1.6510711908340454,-196.0425674971193,0.8948801755905151,0.0,0.08385171741247177,0.0,0.6723393201828003,0.0,1.6510712131857872,0.0,197.63477900065482,13.958314598537982
114,-2.081084728240967,-198.12365222536027,0.37103885412216187,0.0,0.15303760766983032,0.0,1.5570083856582642,0.0,2.0810848474502563,0.0,199.71586384810507,13.958314598537982
115,-3.8967509269714355,-202.0204031523317,0.7546690702438354,0.0,0.21914196014404297,0.0,2.9229397773742676,0.0,3.896750807762146,0.0,203.61261465586722,13.958314598537982
116,-2.386841058731079,-204.4072442110628,0.4469718635082245,0.0,0.36468249559402466,0.0,1.5751867294311523,0.0,2.3868410885334015,0.0,205.99945574440062,13.958314598537982
117,-1.1943271160125732,-205.60157132707536,0.3636639416217804,0.0,0.3876185119152069,0.0,0.4430446922779083,0.0,1.1943271458148956,0.0,207.19378289021552,13.958314598537982
118,-1.6358888149261475,-207.2374601420015,0.5967347025871277,0.0,0.3296126127243042,0.0,0.7095414996147156,0.0,1.6358888149261475,0.0,208.82967170514166,13.958314598537982
119,-1.2080751657485962,-208.4455353077501,0.5923177599906921,0.0,0.18901224434375763,0.0,0.4267451763153076,0.0,1.2080751806497574,0.0,210.03774688579142,13.958314598537982
120,-0.9636238813400269,-209.40915918909013,0.35421058535575867,0.0,0.18733283877372742,0.0,0.42208048701286316,0.0,0.9636239111423492,0.0,211.00137079693377,13.958314598537982
121,-0.9576585292816162,-210.36681771837175,0.3527388870716095,0.0,0.18591776490211487,0.0,0.41900184750556946,0.0,0.9576584994792938,0.0,211.95902929641306,13.958314598537982
122,-0.9526560306549072,-211.31947374902666,0.3514370918273926,0.0,0.18461598455905914,0.0,0.4166029393672943,0.0,0.952656015753746,0.0,212.9116853121668,13.958314598537982
123,-0.9345853328704834,-212.25405908189714,0.35007867217063904,0.0,0.1873515099287033,0.0,0.39715519547462463,0.0,0.934585377573967,0.0,213.84627068974078,13.958314598537982
124,-0.9860039949417114,-213.24006307683885,0.34860697388648987,0.0,0.20223666727542877,0.0,0.4351603388786316,0.0,0.9860039800405502,0.0,214.83227466978133,13.958314598537982
125,-1.683093786239624,-214.92315686307847,0.9524089097976685,0.0,0.23087537288665771,0.0,0.49980950355529785,0.0,1.683093786239624,0.0,216.51536845602095,13.958314598537982
126,-13.249727249145508,-228.17288411222398,5.020469665527344,0.0,0.29751452803611755,0.0,7.931743621826172,0.0,13.249727815389633,0.0,229.76509627141058,13.958314598537982
127,-1.0115041732788086,-229.1843882855028,0.10226792097091675,0.0,0.28070199489593506,0.0,0.628534197807312,0.0,1.0115041136741638,0.0,230.77660038508475,13.958314598537982
128,-0.6173347234725952,-229.8017230089754,0.0,0.21943727135658264,0.26006796956062317,0.0,0.4669853746891022,0.0,0.5076160728931427,0.0,231.2842164579779,13.958314598537982
129,-4.702228546142578,-234.50395155511796,4.173412322998047,0.0,0.13157224655151367,0.0,0.39724376797676086,0.0,4.702228337526321,0.0,235.9864447955042,13.958314598537982
130,0.20286113023757935,-234.30109042488039,0.0,0.837080717086792,0.10908318310976028,0.0,0.10659606009721756,0.0,0.0,0.6214014738798141,235.9864447955042,14.579716072417796
131,0.8555994033813477,-233.44549102149904,0.0,1.1622930765151978,0.010712550953030586,0.0,0.0,0.5703308582305908,0.0,1.721911383792758,235.9864447955042,16.301627456210554
132,-3.9496161937713623,-237.3951072152704,0.0,1.1904658079147339,2.3696587085723877,0.0,2.1751904487609863,0.0,3.35438334941864,0.0,239.34082814492285,16.301627456210554
133,1.1082578897476196,-236.28684932552278,0.0,1.2007795572280884,0.0,0.25800636410713196,0.0,0.7577298879623413,0.0,2.2165158092975616,239.34082814492285,18.518143265508115
134,0.8301985263824463,-235.45665079914033,0.0,0.6445506811141968,0.0,0.2746831774711609,0.0,0.7411631345748901,0.0,1.6603969931602478,239.34082814492285,20.178540258668363
135,-1.3981703519821167,-236.85482115112245,0.0,0.895548939704895,2.0569143295288086,0.0,0.0,0.42193904519081116,0.7394263446331024,0.0,240.08025448955595,20.178540258668363
136,0.49070271849632263,-236.36411843262613,0.0,0.5875452160835266,0.0,0.17033067345619202,0.0,0.22352951765060425,0.0,0.9814054071903229,240.08025448955595,21.159945665858686
137,-1.9249714612960815,-238.2890898939222,1.7877622842788696,0.0,0.0,0.018772907555103302,0.14659564197063446,0.0,1.9155850186944008,0.0,241.99583950825036,21.159945665858686
138,-2.0044493675231934,-240.2935392614454,0.918773353099823,0.0,0.2831476926803589,0.0,0.8025283813476562,0.0,2.004449427127838,0.0,244.0002889353782,21.159945665858686
139,-2.5833797454833984,-242.8769190069288,1.6380316019058228,0.0,0.21908357739448547,0.0,0.7262647151947021,0.0,2.5833798944950104,0.0,246.5836688298732,21.159945665858686
140,-10.228029251098633,-253.10494825802743,7.694016456604004,0.0,0.20169100165367126,0.0,2.332322120666504,0.0,10.228029578924179,0.0,256.8116984087974,21.159945665858686
141,-1.7925924062728882,-254.89754066430032,0.7798219323158264,0.0,0.19623863697052002,0.0,0.8165318369865417,0.0,1.7925924062728882,0.0,258.60429081507027,21.159945665858686
142,-1.050748586654663,-255.94828925095499,0.4215100109577179,0.0,0.19325745105743408,0.0,0.4359810948371887,0.0,1.0507485568523407,0.0,259.6550393719226,21.159945665858686
143,-0.9718362092971802,-256.92012546025217,0.3560788035392761,0.0,0.18901224434375763,0.0,0.4267451763153076,0.0,0.9718362241983414,0.0,260.62687559612095,21.159945665858686
144,-0.9636238813400269,-257.8837493415922,0.35421058535575867,0.0,0.18733283877372742,0.0,0.42208048701286316,0.0,0.9636239111423492,0.0,261.5904995072633,21.159945665858686
145,-1.4107310771942139,-259.2944804187864,0.5866090059280396,0.0,0.18591776490211487,0.0,0.6382042765617371,0.0,1.4107310473918915,0.0,263.0012305546552,21.159945665858686
146,-1.15919029712677,-260.4536707159132,0.33876895904541016,0.0,0.18461598455905914,0.0,0.6358053684234619,0.0,1.1591903120279312,0.0,264.1604208666831,21.159945665858686
147,-1.138565182685852,-261.59223589859903,0.3348560631275177,0.0,0.1873515099287033,0.0,0.6163576245307922,0.0,1.1385651975870132,0.0,265.29898606427014,21.159945665858686
148,-1.0298445224761963,-262.6220804210752,0.34860697388648987,0.0,0.20223666727542877,0.0,0.4790008068084717,0.0,1.0298444479703903,0.0,266.32883051224053,21.159945665858686
149,-1.0756969451904297,-263.69777736626565,0.3450120687484741,0.0,0.23087537288665771,0.0,0.49980950355529785,0.0,1.0756969451904297,0.0,267.40452745743096,21.159945665858686
150,-3.3968982696533203,-267.094675635919,1.2575488090515137,0.0,0.8152798414230347,0.0,1.3240694999694824,0.0,3.3968981504440308,0.0,270.801425607875,21.159945665858686
151,-1.3315662145614624,-268.42624185048044,0.3870762586593628,0.0,0.20606835186481476,0.0,0.738421618938446,0.0,1.3315662294626236,0.0,272.1329918373376,21.159945665858686
152,-1.9629350900650024,-270.38917694054544,1.4906659126281738,0.0,0.16592095792293549,0.0,0.30634817481040955,0.0,1.9629350453615189,0.0,274.09592688269913,21.159945665858686
153,0.10735812038183212,-270.2818188201636,0.0,0.5706719756126404,0.19011560082435608,0.0,0.0,0.02427547238767147,0.0,0.4048318471759558,274.09592688269913,21.56477751303464
154,0.2302245944738388,-270.05159422568977,0.0,0.7727327942848206,0.2923145890235901,0.0,0.0,0.27234557271003723,0.0,0.7527637779712677,274.09592688269913,22.31754129100591
155,-4.796334266662598,-274.84792849235237,4.530760765075684,0.0,0.45645931363105774,0.0,0.0,0.3817722201347351,4.605447858572006,0.0,278.70137474127114,22.31754129100591
