time_step,occupant_count,weather_predicted_1,weather_predicted_2,weather_predicted_3,action_value,reward,net_consumption_kwh,grid_import_kwh,cumulative_reward,cumulative_grid_import_kwh
26,28.57555389404297,39.17287063598633,26.50530433654785,2.0,0.375,-1.8925443887710571,1.8925443887710571,1.8925443887710571,-34.930553659796715,34.930553659796715
27,31.37348747253418,41.76142501831055,25.137737274169922,2.0,0.625,-2.918590784072876,2.918590784072876,2.918590784072876,-37.84914444386959,37.84914444386959
28,34.88600158691406,38.33061981201172,23.993776321411133,3.0,0.0,-1.3546943664550781,1.3546943664550781,1.3546943664550781,-39.20383881032467,39.20383881032467
29,36.86639404296875,39.303749084472656,26.7748966217041,3.0,0.125,-1.8795549869537354,1.8795549869537354,1.8795549869537354,-41.083393797278404,41.083393797278404
30,38.79588317871094,35.60645294189453,26.333538055419922,3.0,0.125,-1.8438482284545898,1.8438482284545898,1.8438482284545898,-42.927242025732994,42.927242025732994
31,39.334327697753906,31.81372833251953,26.191482543945312,3.0,0.125,-0.5916716456413269,0.5916716456413269,0.5916716456413269,-43.51891367137432,43.51891367137432
32,40.44803237915039,32.68168258666992,28.218564987182617,2.0,0.0,0.0,-0.36149874329566956,0.0,-43.51891367137432,43.51891367137432
33,40.09043502807617,31.40363883972168,31.02239227294922,2.0,0.125,-0.0818675234913826,0.0818675234913826,0.0818675234913826,-43.600781194865704,43.600781194865704
34,39.0451774597168,28.666231155395508,30.647628784179688,2.0,0.25,-1.0900592803955078,1.0900592803955078,1.0900592803955078,-44.69084047526121,44.69084047526121
35,37.700897216796875,28.19200897216797,34.188201904296875,2.0,0.0,-0.3224653899669647,0.3224653899669647,0.3224653899669647,-45.013305865228176,45.013305865228176
36,36.22551345825195,27.482831954956055,29.897132873535156,2.0,0.625,-7.36588191986084,7.36588191986084,7.36588191986084,-52.379187785089016,52.379187785089016
37,31.754718780517578,25.527334213256836,30.430633544921875,3.0,0.125,-2.2658374309539795,2.2658374309539795,2.2658374309539795,-54.645025216042995,54.645025216042995
38,31.456697463989258,25.747562408447266,33.167755126953125,2.0,0.125,0.0,-0.0006909717340022326,0.0,-54.645025216042995,54.645025216042995
39,30.16349220275879,25.19240379333496,32.78379821777344,1.0,0.125,0.0,-0.14137376844882965,0.0,-54.645025216042995,54.645025216042995
40,29.508760452270508,25.032678604125977,29.296117782592773,1.0,0.125,-0.9614481329917908,0.9614481329917908,0.9614481329917908,-55.606473349034786,55.606473349034786
41,28.510482788085938,25.21206283569336,30.36683464050293,1.0,0.125,-0.36790046095848083,0.36790046095848083,0.36790046095848083,-55.97437380999327,55.97437380999327
42,27.478328704833984,26.46356201171875,28.79623794555664,2.0,0.125,-1.622809886932373,1.622809886932373,1.622809886932373,-57.59718369692564,57.59718369692564
43,26.319719314575195,27.457319259643555,26.47549057006836,3.0,0.0,-0.7583456039428711,0.7583456039428711,0.7583456039428711,-58.35552930086851,58.35552930086851
44,26.500879287719727,29.38753318786621,25.490455627441406,3.0,0.125,-2.8045411109924316,2.8045411109924316,2.8045411109924316,-61.16007041186094,61.16007041186094
45,24.340866088867188,29.288177490234375,24.323116302490234,3.0,0.0,-0.6353296637535095,0.6353296637535095,0.6353296637535095,-61.79540007561445,61.79540007561445
46,25.656776428222656,32.226802825927734,24.608051300048828,3.0,0.0,-0.5435421466827393,0.5435421466827393,0.5435421466827393,-62.33894222229719,62.33894222229719
47,24.162153244018555,31.605932235717773,26.663084030151367,3.0,0.125,-0.8886877298355103,0.8886877298355103,0.8886877298355103,-63.2276299521327,63.2276299521327
48,24.533361434936523,31.768985748291016,26.551668167114258,2.0,0.375,-1.8953180313110352,1.8953180313110352,1.8953180313110352,-65.12294798344374,65.12294798344374
49,25.998504638671875,32.67228698730469,24.62835693359375,2.0,0.0,-0.3527388870716095,0.3527388870716095,0.3527388870716095,-65.47568687051535,65.47568687051535
50,27.50897979736328,30.415346145629883,25.495861053466797,2.0,0.125,-0.8651395440101624,0.8651395440101624,0.8651395440101624,-66.34082641452551,66.34082641452551
51,31.186534881591797,30.568992614746094,25.32501792907715,2.0,0.0,-0.3348560631275177,0.3348560631275177,0.3348560631275177,-66.67568247765303,66.67568247765303
52,33.02885437011719,31.698322296142578,22.673919677734375,3.0,0.0,-0.34860697388648987,0.34860697388648987,0.34860697388648987,-67.02428945153952,67.02428945153952
53,31.298826217651367,29.21026611328125,25.28813934326172,3.0,0.0,-0.3487769067287445,0.3487769067287445,0.3487769067287445,-67.37306635826826,67.37306635826826
54,31.442840576171875,27.416725158691406,22.024389266967773,3.0,0.875,-3.898500680923462,3.898500680923462,3.898500680923462,-71.27156703919172,71.27156703919172
55,31.616512298583984,25.733945846557617,24.24337387084961,3.0,0.125,-1.0334312915802002,1.0334312915802002,1.0334312915802002,-72.30499833077192,72.30499833077192
56,31.77128791809082,27.34591293334961,26.613784790039062,3.0,0.125,-1.3084781169891357,1.3084781169891357,1.3084781169891357,-73.61347644776106,73.61347644776106
57,32.21741485595703,26.17450714111328,27.51603126525879,3.0,0.125,0.0,-0.026659047231078148,0.0,-73.61347644776106,73.61347644776106
58,31.85741424560547,24.563228607177734,27.660181045532227,3.0,0.125,0.0,-0.33086010813713074,0.0,-73.61347644776106,73.61347644776106
59,30.916011810302734,24.32691192626953,30.527101516723633,2.0,0.375,-0.49707236886024475,0.49707236886024475,0.49707236886024475,-74.1105488166213,74.1105488166213
60,29.429338455200195,23.794841766357422,30.871402740478516,2.0,0.25,0.0,-0.05928888916969299,0.0,-74.1105488166213,74.1105488166213
61,27.617210388183594,25.21373748779297,28.603862762451172,2.0,0.125,0.0,-0.2507586181163788,0.0,-74.1105488166213,74.1105488166213
62,26.422304153442383,23.925342559814453,27.71474266052246,2.0,0.375,-0.8581613302230835,0.8581613302230835,0.8581613302230835,-74.96871014684439,74.96871014684439
63,25.946805953979492,24.122074127197266,31.42890739440918,2.0,0.125,-2.0750722885131836,2.0750722885131836,2.0750722885131836,-77.04378243535757,77.04378243535757
64,25.125181198120117,23.619972229003906,27.688640594482422,2.0,0.375,-2.4418392181396484,2.4418392181396484,2.4418392181396484,-79.48562165349722,79.48562165349722
65,24.34014892578125,24.682165145874023,30.120346069335938,2.0,0.625,-2.7124691009521484,2.7124691009521484,2.7124691009521484,-82.19809075444937,82.19809075444937
66,24.045238494873047,22.4926700592041,27.32826042175293,3.0,0.125,-1.5004385709762573,1.5004385709762573,1.5004385709762573,-83.69852932542562,83.69852932542562
67,25.310598373413086,24.564870834350586,27.048219680786133,3.0,0.0,-0.8331621885299683,0.8331621885299683,0.8331621885299683,-84.5316915139556,84.5316915139556
68,24.569684982299805,27.09028434753418,24.785995483398438,3.0,0.0,-0.6107575297355652,0.6107575297355652,0.6107575297355652,-85.14244904369116,85.14244904369116
69,23.620826721191406,29.518234252929688,23.56903839111328,3.0,0.0,-0.6353296637535095,0.6353296637535095,0.6353296637535095,-85.77777870744467,85.77777870744467
70,24.665592193603516,29.728904724121094,25.935087203979492,3.0,0.125,-0.9962285757064819,0.9962285757064819,0.9962285757064819,-86.77400728315115,86.77400728315115
71,22.730867385864258,28.971202850341797,23.087921142578125,3.0,0.0,-0.8712420463562012,0.8712420463562012,0.8712420463562012,-87.64524932950735,87.64524932950735
72,23.054962158203125,28.988046646118164,24.41054344177246,3.0,0.0,-0.3594680726528168,0.3594680726528168,0.3594680726528168,-88.00471740216017,88.00471740216017
73,23.96980094909668,28.537059783935547,21.669212341308594,3.0,0.0,-0.3527388870716095,0.3527388870716095,0.3527388870716095,-88.35745628923178,88.35745628923178
74,26.554697036743164,30.60999870300293,21.105867385864258,3.0,0.125,-0.8651395440101624,0.8651395440101624,0.8651395440101624,-89.22259583324194,89.22259583324194
75,28.52465057373047,28.555200576782227,24.10072135925293,3.0,0.0,-0.3348560631275177,0.3348560631275177,0.3348560631275177,-89.55745189636946,89.55745189636946
76,28.65032386779785,30.103456497192383,21.803421020507812,3.0,0.0,-0.34860697388648987,0.34860697388648987,0.34860697388648987,-89.90605887025595,89.90605887025595
77,30.513248443603516,29.527990341186523,23.50054168701172,2.0,0.0,-1.3677350282669067,1.3677350282669067,1.3677350282669067,-91.27379389852285,91.27379389852285
78,29.537250518798828,28.047704696655273,25.183944702148438,2.0,0.25,-1.3872967958450317,1.3872967958450317,1.3872967958450317,-92.66109069436789,92.66109069436789
79,30.302413940429688,28.92632484436035,24.46845817565918,2.0,0.25,-1.5279717445373535,1.5279717445373535,1.5279717445373535,-94.18906243890524,94.18906243890524
80,30.39189338684082,25.322525024414062,27.55101203918457,2.0,0.375,-1.6866954565048218,1.6866954565048218,1.6866954565048218,-95.87575789541006,95.87575789541006
81,30.368865966796875,25.083396911621094,28.28581428527832,2.0,0.375,-1.341359257698059,1.341359257698059,1.341359257698059,-97.21711715310812,97.21711715310812
82,29.86469841003418,24.69891357421875,33.74125671386719,1.0,0.125,-0.6164730787277222,0.6164730787277222,0.6164730787277222,-97.83359023183584,97.83359023183584
83,28.821733474731445,25.721010208129883,32.412227630615234,1.0,0.125,-0.16333810985088348,0.16333810985088348,0.16333810985088348,-97.99692834168673,97.99692834168673
84,28.477256774902344,24.73851776123047,37.504241943359375,2.0,0.0,0.0,-0.48728668689727783,0.0,-97.99692834168673,97.99692834168673
85,26.985578536987305,21.942094802856445,37.75294876098633,1.0,0.25,-0.9239619970321655,0.9239619970321655,0.9239619970321655,-98.92089033871889,98.92089033871889
86,25.372631072998047,23.295875549316406,36.50522994995117,1.0,0.75,-2.507431745529175,2.507431745529175,2.507431745529175,-101.42832208424807,101.42832208424807
87,25.19715118408203,22.81454086303711,38.714473724365234,1.0,0.25,-0.39555931091308594,0.39555931091308594,0.39555931091308594,-101.82388139516115,101.82388139516115
88,25.79428482055664,20.812238693237305,37.469303131103516,2.0,0.5,-1.6938166618347168,1.6938166618347168,1.6938166618347168,-103.51769805699587,103.51769805699587
89,24.19989585876465,23.29526710510254,36.57133865356445,2.0,0.625,-3.5283992290496826,3.5283992290496826,3.5283992290496826,-107.04609728604555,107.04609728604555
90,24.138521194458008,25.025360107421875,34.550086975097656,2.0,0.125,-0.9124243259429932,0.9124243259429932,0.9124243259429932,-107.95852161198854,107.95852161198854
91,22.737539291381836,24.207550048828125,29.820476531982422,3.0,0.0,-0.5945645570755005,0.5945645570755005,0.5945645570755005,-108.55308616906404,108.55308616906404
92,21.900638580322266,27.719402313232422,30.2507266998291,2.0,0.625,-3.504960060119629,3.504960060119629,3.504960060119629,-112.05804622918367,112.05804622918367
93,23.378238677978516,30.46796417236328,26.352066040039062,3.0,0.0,-0.5447744131088257,0.5447744131088257,0.5447744131088257,-112.6028206422925,112.6028206422925
94,22.316730499267578,31.190406799316406,28.761367797851562,3.0,0.125,-1.1726629734039307,1.1726629734039307,1.1726629734039307,-113.77548361569643,113.77548361569643
95,21.76744270324707,33.228729248046875,26.92940330505371,3.0,0.125,-0.8697812557220459,0.8697812557220459,0.8697812557220459,-114.64526487141848,114.64526487141848
96,23.341899871826172,36.8427619934082,25.601591110229492,3.0,0.0,-0.35421058535575867,0.35421058535575867,0.35421058535575867,-114.99947545677423,114.99947545677423
97,26.223190307617188,37.055747985839844,24.302841186523438,3.0,0.0,-0.3527388870716095,0.3527388870716095,0.3527388870716095,-115.35221434384584,115.35221434384584
98,26.9084415435791,37.92030334472656,22.40764045715332,3.0,0.0,-0.3514370918273926,0.3514370918273926,0.3514370918273926,-115.70365143567324,115.70365143567324
99,29.98191261291504,37.04380416870117,25.256452560424805,3.0,0.0,-0.35007867217063904,0.35007867217063904,0.35007867217063904,-116.05373010784388,116.05373010784388
100,31.319395065307617,36.91518783569336,22.691431045532227,3.0,0.0,-1.2545539140701294,1.2545539140701294,1.2545539140701294,-117.308284021914,117.308284021914
101,34.25667953491211,34.66511154174805,23.873722076416016,3.0,0.0,-0.3468944728374481,0.3468944728374481,0.3468944728374481,-117.65517849475145,117.65517849475145
102,36.11043167114258,32.93619155883789,26.62993812561035,2.0,0.375,-2.6195952892303467,2.6195952892303467,2.6195952892303467,-120.2747737839818,120.2747737839818
103,35.52654266357422,29.59743309020996,25.07056427001953,1.0,0.125,-1.9205180406570435,1.9205180406570435,1.9205180406570435,-122.19529182463884,122.19529182463884
104,36.71644973754883,28.02680206298828,29.518798828125,1.0,0.625,-2.83522629737854,2.83522629737854,2.83522629737854,-125.03051812201738,125.03051812201738
105,36.415802001953125,27.424407958984375,31.17821502685547,1.0,0.125,-0.017848044633865356,0.017848044633865356,0.017848044633865356,-125.04836616665125,125.04836616665125
106,35.983421325683594,28.806644439697266,33.90399169921875,1.0,0.0,0.0,-1.0164076089859009,0.0,-125.04836616665125,125.04836616665125
107,36.46729278564453,27.0466251373291,35.25664138793945,1.0,0.75,-2.1558659076690674,2.1558659076690674,2.1558659076690674,-127.20423207432032,127.20423207432032
108,34.81806945800781,26.178836822509766,36.38835906982422,1.0,0.75,-2.1153762340545654,2.1153762340545654,2.1153762340545654,-129.31960830837488,129.31960830837488
109,30.437631607055664,25.26000213623047,37.732521057128906,1.0,0.125,0.0,-0.26016929745674133,0.0,-129.31960830837488,129.31960830837488
110,28.38143539428711,25.30403709411621,34.79153060913086,1.0,0.0,0.0,-0.8958898782730103,0.0,-129.31960830837488,129.31960830837488
111,28.929262161254883,22.27547836303711,38.325748443603516,1.0,0.0,0.0,-0.5852379202842712,0.0,-129.31960830837488,129.31960830837488
112,26.98426628112793,24.110872268676758,35.4407958984375,2.0,0.0,0.0,-0.48445454239845276,0.0,-129.31960830837488,129.31960830837488
113,26.18059539794922,22.38082504272461,36.54132080078125,2.0,0.0,-0.8948801755905151,0.8948801755905151,0.8948801755905151,-130.2144884839654,130.2144884839654
114,26.27850914001465,24.771772384643555,34.500221252441406,3.0,0.0,-0.37103885412216187,0.37103885412216187,0.37103885412216187,-130.58552733808756,130.58552733808756
115,24.615692138671875,25.4315128326416,30.627981185913086,3.0,0.0,-0.7546690702438354,0.7546690702438354,0.7546690702438354,-131.3401964083314,131.3401964083314
116,23.635055541992188,27.33710479736328,28.31007957458496,3.0,1.0,-4.556591510772705,4.556591510772705,4.556591510772705,-135.8967879191041,135.8967879191041
117,23.725305557250977,31.16397476196289,27.165016174316406,3.0,0.0,-0.3636639416217804,0.3636639416217804,0.3636639416217804,-136.26045186072588,136.26045186072588
118,22.86474609375,32.37528610229492,26.078594207763672,3.0,0.125,-1.1104371547698975,1.1104371547698975,1.1104371547698975,-137.37088901549578,137.37088901549578
119,23.96980094909668,33.143375396728516,25.033390045166016,3.0,0.125,-1.106020212173462,1.106020212173462,1.106020212173462,-138.47690922766924,138.47690922766924
120,25.60719871520996,34.647789001464844,27.476337432861328,3.0,0.0,-0.35421058535575867,0.35421058535575867,0.35421058535575867,-138.831119813025,138.831119813025
121,25.965471267700195,37.170372009277344,23.95566177368164,3.0,0.0,-0.3527388870716095,0.3527388870716095,0.3527388870716095,-139.1838587000966,139.1838587000966
122,29.05974769592285,37.998435974121094,25.032817840576172,3.0,0.0,-0.3514370918273926,0.3514370918273926,0.3514370918273926,-139.535295791924,139.535295791924
123,31.081096649169922,37.857940673828125,25.216571807861328,3.0,0.0,-0.35007867217063904,0.35007867217063904,0.35007867217063904,-139.88537446409464,139.88537446409464
124,32.09334182739258,36.78933334350586,21.990598678588867,3.0,0.0,-0.34860697388648987,0.34860697388648987,0.34860697388648987,-140.23398143798113,140.23398143798113
125,34.574337005615234,35.1914176940918,23.140274047851562,3.0,0.0,-0.9524089097976685,0.9524089097976685,0.9524089097976685,-141.1863903477788,141.1863903477788
126,34.379638671875,34.03438949584961,24.099529266357422,2.0,0.0,-5.020469665527344,5.020469665527344,5.020469665527344,-146.20686001330614,146.20686001330614
127,36.24886703491211,29.687652587890625,25.13597869873047,2.0,0.125,-0.6159703731536865,0.6159703731536865,0.6159703731536865,-146.82283038645983,146.82283038645983
128,36.86213302612305,29.639936447143555,30.184885025024414,3.0,0.0,0.0,-0.21943727135658264,0.0,-146.82283038645983,146.82283038645983
129,37.087806701660156,29.386459350585938,29.754741668701172,2.0,0.875,-7.76932954788208,7.76932954788208,7.76932954788208,-154.5921599343419,154.5921599343419
130,36.31307601928711,28.883312225341797,33.2639045715332,2.0,0.0,0.0,-0.837080717086792,0.0,-154.5921599343419,154.5921599343419
131,35.14752960205078,27.463632583618164,35.9144287109375,2.0,0.125,0.0,-0.648590624332428,0.0,-154.5921599343419,154.5921599343419
132,33.4336051940918,26.475318908691406,34.55887222290039,1.0,0.0,0.0,-1.1904658079147339,0.0,-154.5921599343419,154.5921599343419
133,30.58594512939453,24.877471923828125,38.36467361450195,1.0,0.125,0.0,-0.6870771646499634,0.0,-154.5921599343419,154.5921599343419
134,29.71558380126953,24.323965072631836,36.70235824584961,1.0,0.0,0.0,-0.6445506811141968,0.0,-154.5921599343419,154.5921599343419
135,29.30010414123535,22.43350601196289,35.43971252441406,1.0,0.75,-2.1866655349731445,2.1866655349731445,2.1866655349731445,-156.77882546931505,156.77882546931505
136,27.670652389526367,24.175657272338867,34.770301818847656,1.0,0.75,-2.4946694374084473,2.4946694374084473,2.4946694374084473,-159.2734949067235,159.2734949067235
137,27.029829025268555,21.78578758239746,35.05714797973633,2.0,0.0,-1.7877622842788696,1.7877622842788696,1.7877622842788696,-161.06125719100237,161.06125719100237
138,25.749034881591797,23.239362716674805,33.84115982055664,3.0,0.0,-0.918773353099823,0.918773353099823,0.918773353099823,-161.9800305441022,161.9800305441022
139,24.244325637817383,27.653419494628906,28.344554901123047,2.0,0.625,-4.206543922424316,4.206543922424316,4.206543922424316,-166.1865744665265,166.1865744665265
140,24.755186080932617,29.239412307739258,28.293006896972656,3.0,0.0,-7.694016456604004,7.694016456604004,7.694016456604004,-173.8805909231305,173.8805909231305
141,23.77093505859375,29.430171966552734,26.9681453704834,3.0,0.0,-0.7798219323158264,0.7798219323158264,0.7798219323158264,-174.66041285544634,174.66041285544634
142,22.09107208251953,32.03435516357422,26.55787467956543,3.0,0.125,-0.9352124929428101,0.9352124929428101,0.9352124929428101,-175.59562534838915,175.59562534838915
143,23.779193878173828,34.13780975341797,25.700742721557617,3.0,0.125,-0.8697812557220459,0.8697812557220459,0.8697812557220459,-176.4654066041112,176.4654066041112
144,24.79067039489746,35.62010192871094,23.347654342651367,3.0,0.0,-0.35421058535575867,0.35421058535575867,0.35421058535575867,-176.81961718946695,176.81961718946695
145,26.49100685119629,36.973167419433594,21.56848907470703,3.0,0.0,-0.5866090059280396,0.5866090059280396,0.5866090059280396,-177.406226195395,177.406226195395
146,29.42584228515625,35.48434829711914,24.335453033447266,3.0,0.0,-0.33876895904541016,0.33876895904541016,0.33876895904541016,-177.7449951544404,177.7449951544404
147,30.359115600585938,36.972808837890625,20.94701385498047,3.0,0.0,-0.3348560631275177,0.3348560631275177,0.3348560631275177,-178.07985121756792,178.07985121756792
148,33.1875,36.24211883544922,22.586719512939453,3.0,0.0,-0.34860697388648987,0.34860697388648987,0.34860697388648987,-178.4284581914544,178.4284581914544
149,34.939022064208984,34.997371673583984,21.05629539489746,3.0,0.0,-0.3450120687484741,0.3450120687484741,0.3450120687484741,-178.77347026020288,178.77347026020288
150,36.01793670654297,33.511802673339844,22.454666137695312,2.0,0.0,-1.2575488090515137,1.2575488090515137,1.2575488090515137,-180.0310190692544,180.0310190692544
151,35.47596740722656,28.541418075561523,27.895782470703125,2.0,0.875,-3.9829936027526855,3.9829936027526855,3.9829936027526855,-184.01401267200708,184.01401267200708
152,36.9803466796875,28.546127319335938,26.52387046813965,3.0,0.625,-4.059178352355957,4.059178352355957,4.059178352355957,-188.07319102436304,188.07319102436304
153,37.754268646240234,29.359573364257812,30.326139450073242,2.0,0.25,-0.4567328989505768,0.4567328989505768,0.4567328989505768,-188.52992392331362,188.52992392331362
154,37.399635314941406,26.278757095336914,32.21767044067383,2.0,0.0,0.0,-0.7727327942848206,0.0,-188.52992392331362,188.52992392331362
155,34.05582046508789,26.753890991210938,34.27780532836914,2.0,0.125,-5.044463157653809,5.044463157653809,5.044463157653809,-193.57438708096743,193.57438708096743
156,32.321659088134766,25.285051345825195,37.45802688598633,2.0,0.25,-0.99474036693573,0.99474036693573,0.99474036693573,-194.56912744790316,194.56912744790316
157,30.37030601501465,23.194061279296875,37.70307922363281,2.0,0.0,0.0,-0.49131590127944946,0.0,-194.56912744790316,194.56912744790316
158,29.39150619506836,23.966524124145508,35.25669479370117,2.0,0.875,-2.846503257751465,2.846503257751465,2.846503257751465,-197.41563070565462,197.41563070565462
159,28.84955596923828,22.769224166870117,36.36337661743164,2.0,0.875,-3.0038256645202637,3.0038256645202637,3.0038256645202637,-200.41945637017488,200.41945637017488
160,26.8924617767334,22.308012008666992,34.45335388183594,3.0,0.0,-0.03444037213921547,0.03444037213921547,0.03444037213921547,-200.4538967423141,200.4538967423141
161,25.545515060424805,22.4050350189209,34.973514556884766,3.0,0.0,-1.4606693983078003,1.4606693983078003,1.4606693983078003,-201.9145661406219,201.9145661406219
162,25.59680938720703,24.762420654296875,34.27386474609375,3.0,0.0,-1.0783368349075317,1.0783368349075317,1.0783368349075317,-202.99290297552943,202.99290297552943
163,23.87181854248047,26.677417755126953,30.38220977783203,3.0,1.0,-4.809182643890381,4.809182643890381,4.809182643890381,-207.8020856194198,207.8020856194198
164,23.603031158447266,27.33544158935547,29.58955955505371,3.0,1.0,-5.540975570678711,5.540975570678711,5.540975570678711,-213.34306119009852,213.34306119009852
165,22.23967933654785,30.68698501586914,26.821191787719727,3.0,0.0,-0.5447744131088257,0.5447744131088257,0.5447744131088257,-213.88783560320735,213.88783560320735
166,21.385894775390625,31.680030822753906,28.20552635192871,3.0,0.375,-1.9016013145446777,1.9016013145446777,1.9016013145446777,-215.78943691775203,215.78943691775203
167,21.85829734802246,35.66522979736328,26.848377227783203,3.0,0.0,-0.3560788035392761,0.3560788035392761,0.3560788035392761,-216.1455157212913,216.1455157212913
168,22.972484588623047,35.133060455322266,26.78997802734375,3.0,0.0,-0.35421058535575867,0.35421058535575867,0.35421058535575867,-216.49972630664706,216.49972630664706
169,25.298280715942383,35.37400817871094,23.445667266845703,3.0,0.0,-0.3527388870716095,0.3527388870716095,0.3527388870716095,-216.85246519371867,216.85246519371867
170,28.2839298248291,36.209224700927734,22.48200225830078,3.0,0.0,-0.3514370918273926,0.3514370918273926,0.3514370918273926,-217.20390228554606,217.20390228554606
171,30.52032470703125,36.43300247192383,22.32391357421875,3.0,0.0,-0.35007867217063904,0.35007867217063904,0.35007867217063904,-217.5539809577167,217.5539809577167
172,32.07597351074219,35.51095199584961,25.167821884155273,3.0,0.0,-0.34860697388648987,0.34860697388648987,0.34860697388648987,-217.9025879316032,217.9025879316032
173,33.76531982421875,36.2360725402832,24.992233276367188,3.0,0.0,-2.916538715362549,2.916538715362549,2.916538715362549,-220.81912664696574,220.81912664696574
174,35.70541763305664,33.48026657104492,24.073688507080078,3.0,0.0,-0.384336918592453,0.384336918592453,0.384336918592453,-221.2034635655582,221.2034635655582
175,37.00983428955078,30.084522247314453,28.11170196533203,2.0,0.875,-3.7475526332855225,3.7475526332855225,3.7475526332855225,-224.95101619884372,224.95101619884372
176,35.91468811035156,27.887731552124023,30.76629638671875,2.0,0.0,-1.1688817739486694,1.1688817739486694,1.1688817739486694,-226.1198979727924,226.1198979727924
177,37.24320602416992,28.35930061340332,29.431045532226562,1.0,0.625,-1.9446324110031128,1.9446324110031128,1.9446324110031128,-228.0645303837955,228.0645303837955
178,36.825077056884766,28.279865264892578,31.398635864257812,1.0,0.0,0.0,-0.9074476957321167,0.0,-228.0645303837955,228.0645303837955
